preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts
275,275,"UTILITY PANTS, TANKS, KIMONO","Navy, Tan, Polka Dot","Polyester, Denim",Brand_7,"Luxury, Office Wear, Cottagecore",Neutral Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
276,276,"T-SHIRTS, OVERSIZE TEE, JOGGERS & PANTS","Black, Checked, Mint","Linen, Modal",Brand_19,"Cottagecore, Preppy, Beach Wear",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
277,277,"KIMONO, HOODIES & JACKETS, POLOS","Tan, Mustard, Green","Modal, Leather",Brand_10,"Cottagecore, Streetwear, Office Wear",Medium Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
278,278,"DENIM JACKETS, POLOS, CHINOS","Blue, Pastel Green, Pastel Blue","Wool, Polyester",Brand_4,"Party Wear, Preppy, Formal",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
279,279,"SWEATSHIRTS, CARDIGANS, OVERSIZE TEE","Mustard, Blush, Coral","Bamboo, Silk",Brand_7,"Luxury, Vintage, Formal",Medium Skin,Petite Friendly,Medium,2026-01-28 14:56:19
280,280,"SWEATSHIRTS, COATS, TANKS","Black, Nude, Chocolate","Modal, Wool",Brand_6,"Party Wear, Y2K, Minimalist",Dark Skin,Curvy Friendly,High,2026-01-28 14:56:19
281,281,"KIMONO, T-SHIRTS, TRACK PANTS","White, Camouflage, Tan","Corduroy, Denim",Brand_8,"Casual, Streetwear, Eco-friendly",Neutral Skin,Skinny Friendly,Low,2026-01-28 14:56:19
282,282,"BLAZERS, CHINOS, TRACK PANTS","Striped, Chocolate, Orange","Bamboo, Modal",Brand_2,"Minimalist, Formal, Eco-friendly",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
283,283,"OVERSIZE TEE, SHORTS, JOGGERS & PANTS","Mint, Camouflage, Tan","Bamboo, Jacquard",Brand_4,"Preppy, Hipster, Minimalist",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
284,284,"OVERSIZE TEE, UTILITY PANTS, TRACK PANTS","Maroon, Blue, Yellow","Polyester, Leather",Brand_2,"Cottagecore, Minimalist, Eco-friendly",Dark Skin,Tall Friendly,Medium,2026-01-28 14:56:19
285,285,"TRACK PANTS, COATS, T-SHIRTS","Mustard, Plaid, Beige","Velvet, Denim",Brand_13,"Casual, Minimalist, Preppy",Fair Skin,Petite Friendly,Low,2026-01-28 14:56:19
286,286,"DENIM JACKETS, CHINOS, UTILITY PANTS","Off-white, Navy, Olive","Rayon, Corduroy",Brand_16,"Office Wear, Vintage, Casual",Fair Skin,Skinny Friendly,Low,2026-01-28 14:56:19
287,287,"BEACH WEAR, TRACK PANTS, TANKS","Blue, Pink, Maroon","Modal, Fleece",Brand_10,"Office Wear, Formal, Luxury",Medium Skin,Skinny Friendly,Low,2026-01-28 14:56:19
288,288,"BLAZERS, CHINOS, JOGGERS & PANTS","Chocolate, Mint, Yellow","Denim, Polyester",Brand_1,"Y2K, Athleisure, Streetwear",Neutral Skin,Skinny Friendly,Low,2026-01-28 14:56:19
289,289,"COATS, CHINOS, TRACK PANTS","Grey, Blue, Charcoal","Wool, Tencel",Brand_15,"Casual, Luxury, Party Wear",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
290,290,"DENIM JACKETS, BLAZERS, T-SHIRTS","Pink, Mint, Grey","Leather, Velvet",Brand_9,"Casual, Streetwear, Luxury",Medium Skin,Tall Friendly,Medium,2026-01-28 14:56:19
291,291,"POLOS, CHINOS, BLAZERS","Camouflage, Orange, Tan","Bamboo, Tencel",Brand_17,"Party Wear, Y2K, Cottagecore",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
293,293,"CHINOS, SHORTS, TANKS","Blue, Grey, Striped","Modal, Polyester",Brand_17,"Vintage, Formal, Casual",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
294,294,"BEACH WEAR, TANKS, KIMONO","Black, Navy, Peach","Jacquard, Cotton",Brand_12,"Formal, Hipster, Athleisure",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
295,295,"OVERSIZE TEE, HOODIES & JACKETS, BEACH WEAR","Green, Nude, Off-white","Leather, Linen",Brand_2,"Athleisure, Office Wear, Party Wear",Neutral Skin,Petite Friendly,High,2026-01-28 14:56:19
296,296,"JOGGERS & PANTS, T-SHIRTS, CHINOS","Green, Maroon, Olive","Velvet, Cotton",Brand_16,"Cottagecore, Minimalist, Beach Wear",Dark Skin,Curvy Friendly,High,2026-01-28 14:56:19
297,297,"UTILITY PANTS, POLOS, SWEATSHIRTS","Navy, Olive, Grey","Corduroy, Wool",Brand_3,"Luxury, Casual, Preppy",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
298,298,"TRACK PANTS, T-SHIRTS, SHORTS","Blue, Chocolate, Beige","Corduroy, Silk",Brand_7,"Beach Wear, Formal, Party Wear",Neutral Skin,Tall Friendly,Medium,2026-01-28 14:56:19
299,299,"CARDIGANS, OVERSIZE TEE, UTILITY PANTS","Orange, Coral, Green","Silk, Rayon",Brand_11,"Vintage, Office Wear, Hipster",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
300,300,"CHINOS, SWEATSHIRTS, SHORTS","White, Multi-color, Pastel Green","Bamboo, Velvet",Brand_7,"Office Wear, Preppy, Minimalist",Medium Skin,Petite Friendly,Medium,2026-01-28 14:56:19
301,301,"CARDIGANS, CHINOS, BLAZERS","Tie-dye, Teal, Plaid","Cotton, Bamboo",Brand_12,"Hipster, Y2K, Preppy",Fair Skin,Petite Friendly,Medium,2026-01-28 14:56:19
302,302,"JOGGERS & PANTS, CHINOS, CARDIGANS","White, Chocolate, Blush","Leather, Fleece",Brand_18,"Party Wear, Cottagecore, Y2K",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
303,303,"OVERSIZE TEE, HOODIES & JACKETS, BEACH WEAR","Charcoal, Camouflage, Mustard","Denim, Cotton",Brand_16,"Minimalist, Y2K, Streetwear",Dark Skin,Petite Friendly,Low,2026-01-28 14:56:19
304,304,"HOODIES & JACKETS, TANKS, JOGGERS & PANTS","Multi-color, Pastel Blue, Maroon","Velvet, Wool",Brand_18,"Preppy, Y2K, Beach Wear",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
305,305,"TANKS, SWEATSHIRTS, SHORTS","Tie-dye, Beige, Mustard","Corduroy, Leather",Brand_16,"Eco-friendly, Luxury, Office Wear",Medium Skin,Tall Friendly,Medium,2026-01-28 14:56:19
306,306,"SWEATSHIRTS, JOGGERS & PANTS, BLAZERS","Striped, Plaid, Red","Silk, Fleece",Brand_3,"Casual, Beach Wear, Y2K",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
307,307,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Orange, Multi-color, Yellow","Denim, Fleece",Brand_1,"Beach Wear, Cottagecore, Vintage",Fair Skin,Skinny Friendly,High,2026-01-28 14:56:19
309,309,"COATS, T-SHIRTS, UTILITY PANTS","Red, Pink, Pastel Green","Fleece, Silk",Brand_19,"Luxury, Casual, Streetwear",Dark Skin,Tall Friendly,Low,2026-01-28 14:56:19
310,310,"TANKS, HOODIES & JACKETS, BEACH WEAR","Olive, Camouflage, Yellow","Silk, Polyester",Brand_18,"Beach Wear, Eco-friendly, Party Wear",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
311,311,"TRACK PANTS, HOODIES & JACKETS, BEACH WEAR","Blush, White, Black","Silk, Tencel",Brand_2,"Vintage, Hipster, Minimalist",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
312,312,"DENIM JACKETS, UTILITY PANTS, T-SHIRTS","Off-white, Grey, Nude","Rayon, Fleece",Brand_4,"Office Wear, Luxury, Casual",Dark Skin,Curvy Friendly,High,2026-01-28 14:56:19
313,313,"BLAZERS, UTILITY PANTS, DENIM JACKETS","Teal, White, Polka Dot","Fleece, Cotton",Brand_9,"Vintage, Preppy, Beach Wear",Dark Skin,Tall Friendly,Low,2026-01-28 14:56:19
314,314,"DENIM JACKETS, BEACH WEAR, CHINOS","White, Tan, Mustard","Jacquard, Cotton",Brand_16,"Party Wear, Athleisure, Streetwear",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
315,315,"SHORTS, JOGGERS & PANTS, HOODIES & JACKETS","Grey, Teal, Beige","Tencel, Leather",Brand_9,"Cottagecore, Casual, Athleisure",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
316,316,"HOODIES & JACKETS, OVERSIZE TEE, TRACK PANTS","Yellow, Tan, Coral","Fleece, Rayon",Brand_9,"Luxury, Party Wear, Vintage",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
317,317,"HOODIES & JACKETS, SWEATSHIRTS, TRACK PANTS","Checked, Striped, Teal","Modal, Jacquard",Brand_3,"Athleisure, Hipster, Casual",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
318,318,"UTILITY PANTS, OVERSIZE TEE, TANKS","Blush, Crimson, Brown","Bamboo, Leather",Brand_3,"Y2K, Hipster, Streetwear",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
319,319,"OVERSIZE TEE, SHORTS, BLAZERS","Maroon, Black, Off-white","Denim, Silk",Brand_11,"Luxury, Formal, Party Wear",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
320,320,"COATS, KIMONO, UTILITY PANTS","Camouflage, Yellow, Polka Dot","Linen, Rayon",Brand_16,"Vintage, Eco-friendly, Party Wear",Neutral Skin,Petite Friendly,High,2026-01-28 14:56:19
321,321,"T-SHIRTS, JOGGERS & PANTS, TANKS","Mustard, Multi-color, Striped","Wool, Modal",Brand_6,"Eco-friendly, Vintage, Minimalist",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
322,322,"BLAZERS, JOGGERS & PANTS, T-SHIRTS","Pastel Green, Navy, Off-white","Rayon, Polyester",Brand_13,"Casual, Beach Wear, Preppy",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
323,323,"SWEATSHIRTS, OVERSIZE TEE, KIMONO","Teal, White, Brown","Bamboo, Denim",Brand_13,"Luxury, Eco-friendly, Y2K",Fair Skin,Curvy Friendly,Low,2026-01-28 14:56:19
325,325,"JOGGERS & PANTS, BLAZERS, TRACK PANTS","Black, Brown, Crimson","Cotton, Fleece",Brand_13,"Office Wear, Streetwear, Eco-friendly",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
326,326,"UTILITY PANTS, DENIM JACKETS, POLOS","Black, Brown, Crimson","Velvet, Linen",Brand_16,"Luxury, Casual, Preppy",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
327,327,"TANKS, DENIM JACKETS, SHORTS","Blue, Tie-dye, Charcoal","Jacquard, Tencel",Brand_17,"Minimalist, Casual, Office Wear",Medium Skin,Skinny Friendly,High,2026-03-08 21:50:44
328,328,"TRACK PANTS, BLAZERS, COATS","Grey, Off-white, Mustard","Modal, Silk",Brand_9,"Vintage, Eco-friendly, Office Wear",Medium Skin,Skinny Friendly,Low,2026-01-28 14:56:19
329,329,"DENIM JACKETS, KIMONO, TRACK PANTS","Brown, Mint, Coral","Tencel, Cotton",Brand_15,"Office Wear, Eco-friendly, Hipster",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
330,330,"TANKS, JOGGERS & PANTS, CARDIGANS","Pastel Blue, Tan, Yellow","Wool, Cotton",Brand_15,"Luxury, Vintage, Casual",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
331,331,"OVERSIZE TEE, COATS, DENIM JACKETS","Plaid, Mustard, Beige","Fleece, Rayon",Brand_17,"Cottagecore, Streetwear, Minimalist",Neutral Skin,Tall Friendly,Medium,2026-01-28 14:56:19
332,332,"JOGGERS & PANTS, T-SHIRTS, UTILITY PANTS","Peach, Nude, Green","Linen, Leather",Brand_7,"Luxury, Casual, Preppy",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
333,333,"SWEATSHIRTS, DENIM JACKETS, T-SHIRTS","Sky Blue, Blue, Mint","Rayon, Wool",Brand_13,"Minimalist, Y2K, Formal",Medium Skin,Petite Friendly,Medium,2026-01-28 14:56:19
334,334,"UTILITY PANTS, TRACK PANTS, CHINOS","Off-white, Pastel Pink, Pastel Green","Linen, Fleece",Brand_4,"Party Wear, Hipster, Y2K",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
335,335,"T-SHIRTS, BLAZERS, HOODIES & JACKETS","Green, Navy, Blue","Cotton, Leather",Brand_10,"Beach Wear, Hipster, Athleisure",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
336,336,"TANKS, BEACH WEAR, UTILITY PANTS","Orange, Checked, Maroon","Wool, Corduroy",Brand_6,"Y2K, Athleisure, Hipster",Neutral Skin,Petite Friendly,High,2026-01-28 14:56:19
337,337,"SWEATSHIRTS, UTILITY PANTS, CARDIGANS","Camouflage, Navy, Sky Blue","Velvet, Denim",Brand_17,"Preppy, Formal, Streetwear",Medium Skin,Curvy Friendly,High,2026-03-08 21:50:44
338,338,"SWEATSHIRTS, HOODIES & JACKETS, T-SHIRTS","Black, Brown, Crimson","Cotton, Corduroy",Brand_17,"Athleisure, Office Wear, Preppy",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
339,339,"CHINOS, JOGGERS & PANTS, TANKS","Grey, Pink, Tan","Wool, Cotton",Brand_9,"Eco-friendly, Streetwear, Athleisure",Medium Skin,Tall Friendly,Medium,2026-01-28 14:56:19
340,340,"POLOS, TRACK PANTS, COATS","Off-white, Grey, Sky Blue","Leather, Cotton",Brand_10,"Cottagecore, Party Wear, Casual",Fair Skin,Petite Friendly,Low,2026-01-28 14:56:19
341,341,"COATS, TRACK PANTS, KIMONO","Navy, Striped, Checked","Denim, Bamboo",Brand_2,"Y2K, Casual, Cottagecore",Neutral Skin,Skinny Friendly,High,2026-01-28 14:56:19
342,342,"CARDIGANS, JOGGERS & PANTS, HOODIES & JACKETS","Olive, Polka Dot, Tan","Velvet, Jacquard",Brand_8,"Cottagecore, Eco-friendly, Beach Wear",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
343,343,"CHINOS, JOGGERS & PANTS, OVERSIZE TEE","Green, Crimson, Checked","Leather, Linen",Brand_2,"Luxury, Vintage, Party Wear",Neutral Skin,Tall Friendly,Low,2026-01-28 14:56:19
344,344,"POLOS, HOODIES & JACKETS, TANKS","Teal, Tan, Camouflage","Silk, Polyester",Brand_8,"Office Wear, Preppy, Hipster",Neutral Skin,Skinny Friendly,Low,2026-01-28 14:56:19
345,345,"SWEATSHIRTS, JOGGERS & PANTS, TANKS","Coral, Chocolate, Multi-color","Rayon, Bamboo",Brand_17,"Luxury, Athleisure, Casual",Neutral Skin,Petite Friendly,Low,2026-01-28 14:56:19
346,346,"CARDIGANS, POLOS, BEACH WEAR","Sky Blue, Chocolate, Beige","Silk, Tencel",Brand_11,"Beach Wear, Preppy, Office Wear",Dark Skin,Petite Friendly,Medium,2026-01-28 14:56:19
347,347,"OVERSIZE TEE, HOODIES & JACKETS, SHORTS","Olive, Checked, Pink","Cotton, Wool",Brand_8,"Y2K, Beach Wear, Luxury",Neutral Skin,Petite Friendly,Low,2026-01-28 14:56:19
348,348,"KIMONO, DENIM JACKETS, SHORTS","Tan, Coral, Yellow","Bamboo, Denim",Brand_6,"Minimalist, Vintage, Eco-friendly",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
350,350,"OVERSIZE TEE, CARDIGANS, T-SHIRTS","Pink, Grey, Pastel Blue","Denim, Wool",Brand_18,"Formal, Luxury, Vintage",Dark Skin,Petite Friendly,Low,2026-01-28 14:56:19
351,351,"CHINOS, T-SHIRTS, TANKS","Polka Dot, Pastel Blue, Black","Tencel, Denim",Brand_5,"Vintage, Streetwear, Luxury",Fair Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
352,352,"COATS, T-SHIRTS, TANKS","Teal, Brown, Nude","Bamboo, Tencel",Brand_18,"Party Wear, Hipster, Vintage",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
353,353,"COATS, POLOS, TANKS","Navy, Coral, Pink","Polyester, Jacquard",Brand_17,"Cottagecore, Preppy, Streetwear",Dark Skin,Tall Friendly,Medium,2026-01-28 14:56:19
354,354,"POLOS, COATS, BEACH WEAR","Pastel Pink, Black, Navy","Polyester, Rayon",Brand_13,"Luxury, Minimalist, Y2K",Neutral Skin,Tall Friendly,Low,2026-01-28 14:56:19
355,355,"SWEATSHIRTS, OVERSIZE TEE, TRACK PANTS","Camouflage, Coral, Red","Tencel, Rayon",Brand_18,"Beach Wear, Eco-friendly, Preppy",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
356,356,"TRACK PANTS, DENIM JACKETS, UTILITY PANTS","Yellow, Maroon, Multi-color","Jacquard, Fleece",Brand_17,"Office Wear, Party Wear, Beach Wear",Neutral Skin,Petite Friendly,Medium,2026-03-08 21:50:44
357,357,"BEACH WEAR, SWEATSHIRTS, T-SHIRTS","Peach, Off-white, Polka Dot","Tencel, Leather",Brand_5,"Y2K, Minimalist, Casual",Fair Skin,Petite Friendly,Medium,2026-01-28 14:56:19
359,359,"HOODIES & JACKETS, SHORTS, UTILITY PANTS","Grey, Olive, White","Polyester, Denim",Brand_4,"Luxury, Athleisure, Party Wear",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
360,360,"COATS, CARDIGANS, HOODIES & JACKETS","Off-white, Navy, Teal","Cotton, Bamboo",Brand_4,"Luxury, Casual, Preppy",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
361,361,"JOGGERS & PANTS, CHINOS, BEACH WEAR","Plaid, Chocolate, Brown","Jacquard, Corduroy",Brand_10,"Hipster, Minimalist, Office Wear",Neutral Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
362,362,"BLAZERS, UTILITY PANTS, HOODIES & JACKETS","Pastel Green, Green, Olive","Cotton, Linen",Brand_13,"Streetwear, Casual, Party Wear",Medium Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
363,363,"CARDIGANS, KIMONO, COATS","Striped, Crimson, Sky Blue","Fleece, Velvet",Brand_13,"Y2K, Luxury, Athleisure",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
364,364,"TRACK PANTS, TANKS, BEACH WEAR","Peach, Blue, Chocolate","Denim, Silk",Brand_2,"Minimalist, Beach Wear, Casual",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
365,365,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Pink, Beige, Green","Jacquard, Modal",Brand_13,"Eco-friendly, Minimalist, Streetwear",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
366,366,"DENIM JACKETS, HOODIES & JACKETS, T-SHIRTS","Navy, Nude, Brown","Jacquard, Corduroy",Brand_2,"Athleisure, Y2K, Eco-friendly",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
367,367,"HOODIES & JACKETS, SHORTS, TRACK PANTS","Pastel Blue, Tan, Chocolate","Cotton, Wool",Brand_8,"Casual, Y2K, Cottagecore",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
368,368,"COATS, TANKS, KIMONO","Tan, Pink, Red","Cotton, Jacquard",Brand_10,"Eco-friendly, Casual, Hipster",Fair Skin,Petite Friendly,Low,2026-01-28 14:56:19
369,369,"CARDIGANS, POLOS, CHINOS","Pastel Green, Maroon, Navy","Polyester, Denim",Brand_7,"Vintage, Preppy, Party Wear",Medium Skin,Skinny Friendly,High,2026-03-08 21:50:44
370,370,"TANKS, DENIM JACKETS, BLAZERS","Beige, Olive, Multi-color","Velvet, Linen",Brand_2,"Beach Wear, Luxury, Casual",Medium Skin,Curvy Friendly,High,2026-03-08 21:50:44
371,371,"HOODIES & JACKETS, JOGGERS & PANTS, SWEATSHIRTS","Teal, Polka Dot, Black","Velvet, Denim",Brand_9,"Eco-friendly, Y2K, Minimalist",Dark Skin,Skinny Friendly,High,2026-03-08 21:50:44
372,372,"SWEATSHIRTS, SHORTS, CARDIGANS","Navy, Teal, Crimson","Rayon, Fleece",Brand_2,"Office Wear, Vintage, Beach Wear",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
373,373,"HOODIES & JACKETS, JOGGERS & PANTS, UTILITY PANTS","Mint, Camouflage, White","Fleece, Velvet",Brand_15,"Hipster, Vintage, Preppy",Dark Skin,Petite Friendly,Medium,2026-01-28 14:56:19
374,374,"KIMONO, SWEATSHIRTS, CARDIGANS","Checked, Pastel Pink, Polka Dot","Fleece, Silk",Brand_9,"Athleisure, Hipster, Eco-friendly",Fair Skin,Curvy Friendly,Low,2026-01-28 14:56:19
375,375,"HOODIES & JACKETS, POLOS, TANKS","Beige, Chocolate, Multi-color","Velvet, Silk",Brand_19,"Hipster, Beach Wear, Preppy",Fair Skin,Tall Friendly,Low,2026-01-28 14:56:19
376,376,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Pastel Pink, Chocolate, Pastel Blue","Jacquard, Polyester",Brand_1,"Preppy, Luxury, Y2K",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
377,377,"TANKS, UTILITY PANTS, JOGGERS & PANTS","Peach, Tie-dye, Pastel Pink","Cotton, Wool",Brand_10,"Cottagecore, Luxury, Streetwear",Dark Skin,Tall Friendly,Medium,2026-01-28 14:56:19
378,378,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Navy, Charcoal, Pink","Silk, Modal",Brand_3,"Party Wear, Vintage, Hipster",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
379,379,"JOGGERS & PANTS, COATS, TRACK PANTS","Camouflage, Green, Blue","Tencel, Modal",Brand_16,"Vintage, Casual, Cottagecore",Fair Skin,Skinny Friendly,Low,2026-01-28 14:56:19
380,380,"TRACK PANTS, COATS, UTILITY PANTS","Black, Grey, Olive","Velvet, Polyester",Brand_14,"Athleisure, Luxury, Vintage",Neutral Skin,Skinny Friendly,High,2026-01-28 14:56:19
381,381,"JOGGERS & PANTS, CHINOS, TANKS","Maroon, Sky Blue, Tie-dye","Velvet, Corduroy",Brand_17,"Party Wear, Preppy, Luxury",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
384,384,"CHINOS, POLOS, SWEATSHIRTS","Charcoal, Olive, Tan","Fleece, Bamboo",Brand_6,"Eco-friendly, Vintage, Casual",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
385,385,"JOGGERS & PANTS, POLOS, TANKS","Tie-dye, Pastel Blue, Sky Blue","Corduroy, Wool",Brand_4,"Office Wear, Athleisure, Streetwear",Neutral Skin,Petite Friendly,Medium,2026-01-28 14:56:19
386,386,"BLAZERS, CARDIGANS, COATS","Crimson, Peach, Striped","Rayon, Velvet",Brand_7,"Office Wear, Athleisure, Luxury",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
387,387,"COATS, OVERSIZE TEE, CHINOS","Olive, Maroon, Chocolate","Cotton, Tencel",Brand_2,"Luxury, Casual, Preppy",Medium Skin,Petite Friendly,High,2026-01-28 14:56:19
388,388,"BLAZERS, BEACH WEAR, OVERSIZE TEE","Pastel Pink, Olive, Yellow","Rayon, Corduroy",Brand_10,"Eco-friendly, Vintage, Office Wear",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
389,389,"SWEATSHIRTS, SHORTS, BLAZERS","Striped, Pastel Blue, Camouflage","Fleece, Cotton",Brand_4,"Casual, Y2K, Party Wear",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
390,390,"SWEATSHIRTS, KIMONO, SHORTS","Off-white, Peach, Pastel Blue","Corduroy, Linen",Brand_16,"Formal, Luxury, Eco-friendly",Dark Skin,Petite Friendly,Medium,2026-01-28 14:56:19
392,392,"CARDIGANS, POLOS, UTILITY PANTS","Yellow, Checked, Tie-dye","Polyester, Tencel",Brand_14,"Office Wear, Hipster, Luxury",Medium Skin,Petite Friendly,Medium,2026-01-28 14:56:19
393,393,"SHORTS, HOODIES & JACKETS, JOGGERS & PANTS","Orange, Maroon, Checked","Wool, Tencel",Brand_9,"Preppy, Hipster, Luxury",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
394,394,"CHINOS, SHORTS, TANKS","White, Beige, Coral","Silk, Modal",Brand_19,"Office Wear, Y2K, Hipster",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
395,395,"DENIM JACKETS, CHINOS, T-SHIRTS","Pastel Pink, Striped, Camouflage","Polyester, Bamboo",Brand_2,"Y2K, Office Wear, Athleisure",Dark Skin,Tall Friendly,Medium,2026-01-28 14:56:19
396,396,"DENIM JACKETS, CARDIGANS, BLAZERS","Tie-dye, Blue, Peach","Cotton, Denim",Brand_16,"Streetwear, Office Wear, Formal",Fair Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
397,397,"SHORTS, TRACK PANTS, POLOS","Chocolate, Maroon, Orange","Bamboo, Tencel",Brand_6,"Athleisure, Cottagecore, Casual",Medium Skin,Curvy Friendly,Medium,2026-03-08 21:50:44
398,398,"SHORTS, KIMONO, OVERSIZE TEE","Plaid, Yellow, Pastel Pink","Jacquard, Rayon",Brand_9,"Vintage, Hipster, Minimalist",Medium Skin,Petite Friendly,Low,2026-03-08 21:50:44
399,399,"CARDIGANS, TANKS, KIMONO","Multi-color, Blush, Orange","Leather, Denim",Brand_17,"Streetwear, Luxury, Office Wear",Neutral Skin,Curvy Friendly,Low,2026-01-28 14:56:19
400,400,"POLOS, KIMONO, CARDIGANS","Blush, Orange, Peach","Silk, Denim",Brand_15,"Party Wear, Streetwear, Hipster",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
401,401,"KIMONO, SHORTS, BLAZERS","Green, Pastel Pink, Black","Corduroy, Wool",Brand_13,"Vintage, Cottagecore, Athleisure",Neutral Skin,Petite Friendly,High,2026-01-28 14:56:19
403,403,"TANKS, CHINOS, TRACK PANTS","Yellow, Multi-color, Olive","Wool, Cotton",Brand_9,"Y2K, Beach Wear, Preppy",Fair Skin,Petite Friendly,Low,2026-01-28 14:56:19
404,404,"UTILITY PANTS, TRACK PANTS, SWEATSHIRTS","Brown, Blush, Pastel Blue","Rayon, Leather",Brand_12,"Cottagecore, Office Wear, Minimalist",Dark Skin,Tall Friendly,High,2026-01-28 14:56:19
405,405,"SWEATSHIRTS, TRACK PANTS, UTILITY PANTS","Maroon, Grey, Beige","Leather, Wool",Brand_14,"Hipster, Preppy, Luxury",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
406,406,"JOGGERS & PANTS, T-SHIRTS, DENIM JACKETS","Off-white, Black, Blush","Velvet, Silk",Brand_4,"Beach Wear, Y2K, Formal",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
407,407,"CARDIGANS, HOODIES & JACKETS, BEACH WEAR","Yellow, Tie-dye, Orange","Fleece, Denim",Brand_7,"Hipster, Office Wear, Minimalist",Dark Skin,Petite Friendly,Medium,2026-01-28 14:56:19
408,408,"OVERSIZE TEE, UTILITY PANTS, HOODIES & JACKETS","Orange, Grey, Olive","Denim, Wool",Brand_12,"Hipster, Streetwear, Party Wear",Dark Skin,Tall Friendly,Low,2026-01-28 14:56:19
409,409,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Black, Beige, Tan","Bamboo, Polyester",Brand_4,"Formal, Hipster, Eco-friendly",Neutral Skin,Petite Friendly,High,2026-01-28 14:56:19
410,410,"OVERSIZE TEE, CHINOS, COATS","Mint, Tan, White","Leather, Denim",Brand_14,"Preppy, Vintage, Cottagecore",Dark Skin,Tall Friendly,Low,2026-01-28 14:56:19
