product_id,name,category,stock_count,stock_status,price,_curated_at,_dataset_type
1203.0,patterned structured joggers & pants,JOGGERS & PANTS,25.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1204.0,dynamic bold kimono,KIMONO,40.0,In Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1205.0,slim fit dynamic beach wear,BEACH WEAR,37.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1206.0,patterned tailored hoodies & jackets,HOODIES & JACKETS,41.0,In Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,soft essential sweatshirts,SWEATSHIRTS,1.0,Low Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1208.0,structured lightweight blazers,BLAZERS,14.0,In Stock,11500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1209.0,classic wide leg coats,COATS,3.0,Low Stock,,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1210.0,sporty chic beach wear,BEACH WEAR,32.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1211.0,modern bold blazers,BLAZERS,41.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1212.0,refined edgy chinos,CHINOS,8.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1213.0,bright vintage track pants,TRACK PANTS,12.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1214.0,patterned soft tanks,TANKS,47.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1215.0,statement modern cardigans,CARDIGANS,43.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1216.0,smart lightweight beach wear,BEACH WEAR,45.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1217.0,casual comfy track pants,TRACK PANTS,25.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1218.0,relaxed lightweight cardigans,CARDIGANS,26.0,In Stock,11500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1219.0,patterned bold denim jackets,DENIM JACKETS,50.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1220.0,bold sporty oversize tee,OVERSIZE TEE,8.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1221.0,layered vintage beach wear,BEACH WEAR,25.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1222.0,tailored refined coats,COATS,20.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1223.0,wide leg relaxed track pants,TRACK PANTS,32.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1224.0,camo smart t-shirts,T-SHIRTS,20.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1225.0,smart modern blazers,BLAZERS,7.0,In Stock,11500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1226.0,patterned lightweight shorts,SHORTS,49.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1227.0,patterned soft polos,POLOS,16.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1228.0,heritage neutral track pants,TRACK PANTS,38.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1229.0,,HOODIES & JACKETS,37.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1230.0,preppy heritage denim jackets,DENIM JACKETS,35.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1231.0,smart wide leg kimono,KIMONO,47.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1232.0,heritage tailored cardigans,CARDIGANS,2.0,Low Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1233.0,minimalist essential blazers,BLAZERS,33.0,In Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1234.0,rustic elegant t-shirts,T-SHIRTS,10.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1235.0,trendy comfy kimono,KIMONO,40.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1236.0,modern lightweight denim jackets,DENIM JACKETS,8.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1237.0,bright preppy denim jackets,DENIM JACKETS,25.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1238.0,chic bright sweatshirts,SWEATSHIRTS,7.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1239.0,comfy lightweight track pants,TRACK PANTS,48.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1240.0,bright preppy polos,POLOS,16.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1241.0,camo smart t-shirts,T-SHIRTS,1.0,Low Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1242.0,bold rustic tanks,NAN,26.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1243.0,heritage heritage track pants,TRACK PANTS,38.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1244.0,dynamic classic t-shirts,T-SHIRTS,50.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1245.0,camo vintage kimono,KIMONO,39.0,In Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1246.0,comfy casual hoodies & jackets,HOODIES & JACKETS,7.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1247.0,trendy chic coats,COATS,36.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1248.0,wide leg smart polos,POLOS,26.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1249.0,luxury rustic cardigans,CARDIGANS,44.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1250.0,elegant textured denim jackets,DENIM JACKETS,17.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1251.0,essential structured track pants,TRACK PANTS,10.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1252.0,camo retro hoodies & jackets,HOODIES & JACKETS,22.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1253.0,slim fit urban kimono,KIMONO,36.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1254.0,patterned retro oversize tee,OVERSIZE TEE,36.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1255.0,tailored patterned polos,POLOS,6.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1256.0,patterned minimalist hoodies & jackets,HOODIES & JACKETS,48.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1257.0,edgy textured sweatshirts,SWEATSHIRTS,19.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,urban comfy t-shirts,T-SHIRTS,13.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1259.0,soft trendy denim jackets,DENIM JACKETS,24.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1260.0,refined structured oversize tee,OVERSIZE TEE,11.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1261.0,casual soft oversize tee,OVERSIZE TEE,23.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1262.0,structured refined polos,POLOS,42.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1263.0,urban smart cardigans,CARDIGANS,0.0,Out of Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1264.0,rustic smart utility pants,UTILITY PANTS,25.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1265.0,oversized trendy sweatshirts,SWEATSHIRTS,16.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1266.0,tailored heritage beach wear,BEACH WEAR,38.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1267.0,smart trendy cardigans,CARDIGANS,15.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1268.0,casual patterned sweatshirts,SWEATSHIRTS,26.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1269.0,smart luxury hoodies & jackets,HOODIES & JACKETS,37.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1270.0,urban edgy chinos,CHINOS,43.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1271.0,layered casual blazers,BLAZERS,43.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1272.0,essential soft tanks,TANKS,25.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1273.0,rustic slim fit hoodies & jackets,HOODIES & JACKETS,21.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1274.0,smart modern denim jackets,DENIM JACKETS,10.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1275.0,oversized bright beach wear,BEACH WEAR,43.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1276.0,sporty luxury kimono,KIMONO,39.0,In Stock,11500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1277.0,casual minimalist hoodies & jackets,HOODIES & JACKETS,45.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1278.0,bold bright beach wear,BEACH WEAR,15.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1279.0,classic bold oversize tee,OVERSIZE TEE,2.0,Low Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1280.0,statement patterned hoodies & jackets,HOODIES & JACKETS,30.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1281.0,chic luxury joggers & pants,JOGGERS & PANTS,6.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1282.0,patterned oversized blazers,BLAZERS,7.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1283.0,smart bright chinos,CHINOS,18.0,In Stock,6000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1284.0,preppy comfy t-shirts,T-SHIRTS,,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1285.0,retro slim fit polos,POLOS,42.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1286.0,wide leg wide leg polos,POLOS,19.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1287.0,sporty refined t-shirts,T-SHIRTS,48.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1288.0,bold structured sweatshirts,SWEATSHIRTS,46.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1289.0,soft preppy track pants,TRACK PANTS,30.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1290.0,rustic sporty polos,POLOS,46.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1291.0,tailored bright t-shirts,NAN,47.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1292.0,lightweight statement chinos,CHINOS,11.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1293.0,oversized oversized tanks,TANKS,13.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1294.0,modern chic blazers,BLAZERS,16.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1295.0,patterned rustic denim jackets,DENIM JACKETS,14.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1296.0,neutral patterned track pants,TRACK PANTS,42.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1297.0,retro chic shorts,SHORTS,,In Stock,,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1298.0,neutral chic track pants,TRACK PANTS,26.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1299.0,neutral elegant shorts,SHORTS,30.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1300.0,sporty vintage tanks,TANKS,9.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1301.0,essential modern polos,POLOS,21.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1302.0,statement lightweight polos,POLOS,31.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,refined sporty joggers & pants,JOGGERS & PANTS,34.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1304.0,wide leg elegant polos,POLOS,21.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1305.0,smart oversized oversize tee,OVERSIZE TEE,4.0,Low Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1306.0,minimalist vintage joggers & pants,JOGGERS & PANTS,20.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,casual dynamic denim jackets,DENIM JACKETS,33.0,In Stock,10500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1308.0,bright bright utility pants,UTILITY PANTS,50.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1309.0,chic vintage track pants,TRACK PANTS,35.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1310.0,trendy bold oversize tee,OVERSIZE TEE,5.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1311.0,refined classic shorts,SHORTS,45.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1312.0,minimalist sporty tanks,TANKS,0.0,Out of Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1313.0,bold wide leg blazers,BLAZERS,19.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1314.0,neutral modern track pants,TRACK PANTS,10.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1315.0,neutral modern shorts,SHORTS,44.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1316.0,rustic preppy utility pants,UTILITY PANTS,3.0,Low Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1317.0,,CARDIGANS,12.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1318.0,comfy edgy t-shirts,T-SHIRTS,45.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1319.0,vintage patterned beach wear,BEACH WEAR,19.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,smart neutral oversize tee,OVERSIZE TEE,10.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1321.0,vintage camo chinos,CHINOS,27.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1322.0,minimalist textured kimono,KIMONO,20.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1323.0,vintage lightweight oversize tee,OVERSIZE TEE,43.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1324.0,classic trendy blazers,BLAZERS,35.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1325.0,luxury neutral denim jackets,DENIM JACKETS,39.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1326.0,preppy comfy shorts,SHORTS,32.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1327.0,functional chic polos,POLOS,4.0,Low Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1328.0,tailored luxury kimono,KIMONO,44.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1329.0,slim fit heritage t-shirts,T-SHIRTS,24.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1330.0,structured retro beach wear,BEACH WEAR,20.0,In Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1331.0,tailored edgy beach wear,BEACH WEAR,9.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1332.0,heritage edgy t-shirts,T-SHIRTS,49.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1333.0,modern structured kimono,KIMONO,3.0,Low Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1334.0,casual retro beach wear,BEACH WEAR,3.0,Low Stock,5500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1335.0,classic functional coats,COATS,38.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1336.0,retro layered oversize tee,NAN,41.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1337.0,preppy classic polos,POLOS,50.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1338.0,textured luxury oversize tee,OVERSIZE TEE,36.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1339.0,vintage relaxed hoodies & jackets,HOODIES & JACKETS,13.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1340.0,wide leg functional beach wear,BEACH WEAR,16.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1341.0,classic functional sweatshirts,SWEATSHIRTS,32.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1342.0,neutral slim fit utility pants,UTILITY PANTS,50.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1343.0,luxury lightweight joggers & pants,JOGGERS & PANTS,39.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1344.0,bright relaxed joggers & pants,JOGGERS & PANTS,41.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1345.0,sporty structured t-shirts,T-SHIRTS,13.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1346.0,dynamic tailored beach wear,BEACH WEAR,41.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1347.0,elegant refined hoodies & jackets,HOODIES & JACKETS,31.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1348.0,retro functional utility pants,UTILITY PANTS,32.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1349.0,essential classic coats,COATS,46.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1350.0,bold luxury utility pants,UTILITY PANTS,43.0,In Stock,11500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1351.0,essential soft denim jackets,DENIM JACKETS,40.0,In Stock,14000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1352.0,camo urban blazers,BLAZERS,42.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1353.0,essential textured tanks,TANKS,38.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1354.0,layered slim fit denim jackets,DENIM JACKETS,47.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1355.0,rustic casual tanks,TANKS,5.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1356.0,urban modern sweatshirts,SWEATSHIRTS,4.0,Low Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1357.0,camo chic coats,COATS,21.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1358.0,minimalist casual blazers,BLAZERS,48.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1359.0,functional casual coats,COATS,50.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,bold elegant cardigans,CARDIGANS,33.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1361.0,wide leg neutral shorts,SHORTS,10.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
,chic edgy utility pants,UTILITY PANTS,18.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1363.0,retro vintage coats,COATS,49.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1364.0,essential preppy coats,COATS,21.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1365.0,preppy functional coats,COATS,39.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1366.0,essential urban utility pants,UTILITY PANTS,40.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1367.0,soft neutral hoodies & jackets,HOODIES & JACKETS,37.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1368.0,retro casual coats,COATS,43.0,In Stock,15000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1369.0,bold wide leg utility pants,UTILITY PANTS,42.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1370.0,refined minimalist joggers & pants,JOGGERS & PANTS,36.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1371.0,heritage bright kimono,KIMONO,33.0,In Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1372.0,essential statement shorts,SHORTS,42.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1373.0,sporty minimalist sweatshirts,SWEATSHIRTS,17.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1374.0,wide leg comfy oversize tee,OVERSIZE TEE,48.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1375.0,functional trendy utility pants,UTILITY PANTS,4.0,Low Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1376.0,smart minimalist kimono,KIMONO,5.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1377.0,luxury retro blazers,BLAZERS,27.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1378.0,vintage functional beach wear,BEACH WEAR,15.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1379.0,trendy sporty utility pants,UTILITY PANTS,12.0,In Stock,10000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1380.0,structured camo kimono,KIMONO,25.0,In Stock,13000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1381.0,patterned refined track pants,TRACK PANTS,13.0,In Stock,3500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1382.0,textured dynamic coats,COATS,21.0,In Stock,13500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1383.0,slim fit luxury blazers,BLAZERS,32.0,In Stock,12500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1384.0,refined wide leg coats,COATS,5.0,In Stock,8000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1385.0,structured retro utility pants,UTILITY PANTS,,In Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1386.0,classic vintage sweatshirts,SWEATSHIRTS,47.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1387.0,oversized lightweight shorts,NAN,2.0,Low Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1388.0,statement casual polos,POLOS,3.0,Low Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1389.0,bold classic denim jackets,DENIM JACKETS,40.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1390.0,relaxed retro oversize tee,OVERSIZE TEE,45.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1391.0,wide leg wide leg blazers,BLAZERS,46.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1392.0,chic modern oversize tee,OVERSIZE TEE,24.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1393.0,comfy smart denim jackets,DENIM JACKETS,23.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1394.0,,OVERSIZE TEE,15.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1395.0,retro vintage tanks,TANKS,50.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1396.0,heritage heritage t-shirts,T-SHIRTS,23.0,In Stock,4500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1397.0,vintage lightweight track pants,TRACK PANTS,9.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1398.0,dynamic textured t-shirts,T-SHIRTS,43.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1399.0,urban heritage track pants,TRACK PANTS,49.0,In Stock,,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1400.0,functional camo t-shirts,T-SHIRTS,19.0,In Stock,3000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1401.0,urban structured track pants,TRACK PANTS,20.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1402.0,oversized comfy tanks,TANKS,50.0,In Stock,4000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1403.0,essential rustic hoodies & jackets,HOODIES & JACKETS,3.0,Low Stock,9500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1404.0,elegant bright utility pants,UTILITY PANTS,8.0,In Stock,11000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1405.0,bold refined coats,COATS,27.0,In Stock,14500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1406.0,neutral lightweight polos,POLOS,18.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1407.0,oversized refined cardigans,CARDIGANS,42.0,In Stock,8500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1408.0,essential elegant denim jackets,DENIM JACKETS,16.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1409.0,bold relaxed kimono,KIMONO,48.0,In Stock,9000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1410.0,statement lightweight polos,POLOS,41.0,In Stock,2500.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1411.0,oversized bold oversize tee,NAN,49.0,In Stock,5000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
1412.0,smart trendy hoodies & jackets,HOODIES & JACKETS,37.0,In Stock,12000.0,2026-03-10T07:38:43.072588+05:30,inventory_snapshot
