product_id,name,category,color,fabric,price,price_category,stock_status,semantic_tags,_enriched_at,_curated_at,_dataset_type
1187.0,slim fit bold oversize tee,OVERSIZE TEE,Tan,Cotton,4000.0,Mid-Range,In Stock,"oversize tee, tan, cotton, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1188.0,lightweight structured kimono,KIMONO,Brown,Modal,9000.0,Premium,In Stock,"kimono, brown, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1189.0,chic bright polos,POLOS,Multi-Color,Fleece,3000.0,Mid-Range,In Stock,"polos, multi-color, fleece, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1190.0,preppy luxury utility pants,UTILITY PANTS,Pastel Pink,Tencel,12500.0,Premium,Low Stock,"utility pants, pastel pink, tencel, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1191.0,chic textured chinos,CHINOS,Green,Linen,6000.0,Premium,In Stock,"chinos, green, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1192.0,functional soft coats,COATS,Multi-Color,Polyester,13500.0,Premium,In Stock,"coats, multi-color, polyester, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1193.0,functional casual tanks,TANKS,Navy,Velvet,3500.0,Mid-Range,In Stock,"tanks, navy, velvet, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1194.0,retro urban denim jackets,DENIM JACKETS,Pastel Blue,Fleece,9000.0,Premium,In Stock,"denim jackets, pastel blue, fleece, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1195.0,bold minimalist denim jackets,DENIM JACKETS,Navy,Fleece,12500.0,Premium,In Stock,"denim jackets, navy, fleece, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1196.0,,HOODIES & JACKETS,Chocolate,Bamboo,13500.0,Premium,In Stock,"hoodies & jackets, chocolate, bamboo, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1197.0,slim fit oversized utility pants,UTILITY PANTS,Mustard,Jacquard,14500.0,Premium,In Stock,"utility pants, mustard, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1198.0,rustic casual kimono,KIMONO,Tan,Modal,10500.0,Premium,In Stock,"kimono, tan, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1199.0,textured layered denim jackets,DENIM JACKETS,Peach,Cotton,15000.0,Premium,In Stock,"denim jackets, peach, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,retro textured joggers & pants,JOGGERS & PANTS,Teal,Bamboo,3000.0,Mid-Range,Low Stock,"joggers & pants, teal, bamboo, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1201.0,sporty bold polos,POLOS,Unknown,Rayon,3500.0,Mid-Range,In Stock,"polos, unknown, rayon, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,tailored patterned beach wear,BEACH WEAR,Unknown,Jacquard,4000.0,Mid-Range,In Stock,"beach wear, unknown, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1203.0,patterned structured joggers & pants,JOGGERS & PANTS,Nude,Cotton,5000.0,Premium,In Stock,"joggers & pants, nude, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1204.0,dynamic bold kimono,KIMONO,Coral,Wool,11000.0,Premium,In Stock,"kimono, coral, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1205.0,slim fit dynamic beach wear,BEACH WEAR,Pastel Blue,Cotton,5000.0,Premium,In Stock,"beach wear, pastel blue, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1206.0,patterned tailored hoodies & jackets,HOODIES & JACKETS,Pink,Cotton,11000.0,Premium,In Stock,"hoodies & jackets, pink, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,soft essential sweatshirts,SWEATSHIRTS,Checked,Rayon,4500.0,Mid-Range,Low Stock,"sweatshirts, checked, rayon, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1208.0,structured lightweight blazers,BLAZERS,Green,Modal,11500.0,Premium,In Stock,"blazers, green, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1209.0,classic wide leg coats,COATS,Off-White,Velvet,,Premium,Low Stock,"coats, off-white, velvet, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1210.0,sporty chic beach wear,BEACH WEAR,Blush,Linen,3500.0,Mid-Range,In Stock,"beach wear, blush, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1211.0,modern bold blazers,BLAZERS,Navy,Polyester,9500.0,Premium,In Stock,"blazers, navy, polyester, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1212.0,refined edgy chinos,CHINOS,Yellow,Cotton,4500.0,Mid-Range,In Stock,"chinos, yellow, cotton, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1213.0,bright vintage track pants,TRACK PANTS,Camouflage,Bamboo,3500.0,Mid-Range,In Stock,"track pants, camouflage, bamboo, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1214.0,patterned soft tanks,TANKS,Peach,Polyester,4500.0,Mid-Range,In Stock,"tanks, peach, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1215.0,statement modern cardigans,CARDIGANS,Multi-Color,Wool,14500.0,Premium,In Stock,"cardigans, multi-color, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1216.0,smart lightweight beach wear,BEACH WEAR,Checked,Modal,5500.0,Premium,In Stock,"beach wear, checked, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1217.0,casual comfy track pants,TRACK PANTS,Blue,Polyester,2500.0,Mid-Range,In Stock,"track pants, blue, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1218.0,relaxed lightweight cardigans,CARDIGANS,Pink,Wool,11500.0,Premium,In Stock,"cardigans, pink, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1219.0,patterned bold denim jackets,DENIM JACKETS,Red,Rayon,9000.0,Premium,In Stock,"denim jackets, red, rayon, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1220.0,bold sporty oversize tee,OVERSIZE TEE,Mustard,Modal,4000.0,Mid-Range,In Stock,"oversize tee, mustard, modal, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1221.0,layered vintage beach wear,BEACH WEAR,Peach,Velvet,4500.0,Mid-Range,In Stock,"beach wear, peach, velvet, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1222.0,tailored refined coats,COATS,Crimson,Bamboo,13000.0,Premium,In Stock,"coats, crimson, bamboo, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1223.0,wide leg relaxed track pants,TRACK PANTS,White,Denim,4500.0,Mid-Range,In Stock,"track pants, white, denim, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1224.0,camo smart t-shirts,T-SHIRTS,Chocolate,Tencel,2500.0,Mid-Range,In Stock,"t-shirts, chocolate, tencel, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1225.0,smart modern blazers,BLAZERS,Navy,Rayon,11500.0,Premium,In Stock,"blazers, navy, rayon, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1226.0,patterned lightweight shorts,SHORTS,Brown,Modal,3000.0,Mid-Range,In Stock,"shorts, brown, modal, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1227.0,patterned soft polos,POLOS,Orange,Velvet,4500.0,Mid-Range,In Stock,"polos, orange, velvet, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1228.0,heritage neutral track pants,TRACK PANTS,Crimson,Leather,5000.0,Premium,In Stock,"track pants, crimson, leather, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1229.0,,HOODIES & JACKETS,Unknown,Polyester,8500.0,Premium,In Stock,"hoodies & jackets, unknown, polyester, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1230.0,preppy heritage denim jackets,DENIM JACKETS,Tie-Dye,Fleece,15000.0,Premium,In Stock,"denim jackets, tie-dye, fleece, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1231.0,smart wide leg kimono,KIMONO,Maroon,Jacquard,9000.0,Premium,In Stock,"kimono, maroon, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1232.0,heritage tailored cardigans,CARDIGANS,Orange,Jacquard,11000.0,Premium,Low Stock,"cardigans, orange, jacquard, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1233.0,minimalist essential blazers,BLAZERS,Checked,Denim,13500.0,Premium,In Stock,"blazers, checked, denim, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1234.0,rustic elegant t-shirts,T-SHIRTS,Olive,Tencel,4500.0,Mid-Range,In Stock,"t-shirts, olive, tencel, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1235.0,trendy comfy kimono,KIMONO,Brown,Unknown,9000.0,Premium,In Stock,"kimono, brown, unknown, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1236.0,modern lightweight denim jackets,DENIM JACKETS,Orange,Leather,14500.0,Premium,In Stock,"denim jackets, orange, leather, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1237.0,bright preppy denim jackets,DENIM JACKETS,Pastel Green,Leather,12500.0,Premium,In Stock,"denim jackets, pastel green, leather, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1238.0,chic bright sweatshirts,SWEATSHIRTS,Mustard,Leather,4500.0,Mid-Range,In Stock,"sweatshirts, mustard, leather, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1239.0,comfy lightweight track pants,TRACK PANTS,Blue,Jacquard,4000.0,Mid-Range,In Stock,"track pants, blue, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1240.0,bright preppy polos,POLOS,Unknown,Tencel,3000.0,Mid-Range,In Stock,"polos, unknown, tencel, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1241.0,camo smart t-shirts,T-SHIRTS,Yellow,Jacquard,4000.0,Mid-Range,Low Stock,"t-shirts, yellow, jacquard, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1242.0,bold rustic tanks,NAN,Plaid,Modal,5000.0,Premium,In Stock,"nan, plaid, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1243.0,heritage heritage track pants,TRACK PANTS,Sky Blue,Leather,3500.0,Mid-Range,In Stock,"track pants, sky blue, leather, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1244.0,dynamic classic t-shirts,T-SHIRTS,Pastel Green,Polyester,4000.0,Mid-Range,In Stock,"t-shirts, pastel green, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1245.0,camo vintage kimono,KIMONO,Blush,Rayon,13500.0,Premium,In Stock,"kimono, blush, rayon, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1246.0,comfy casual hoodies & jackets,HOODIES & JACKETS,Chocolate,Wool,12000.0,Premium,In Stock,"hoodies & jackets, chocolate, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1247.0,trendy chic coats,COATS,Beige,Jacquard,14500.0,Premium,In Stock,"coats, beige, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1248.0,wide leg smart polos,POLOS,Mustard,Rayon,4500.0,Mid-Range,In Stock,"polos, mustard, rayon, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1249.0,luxury rustic cardigans,CARDIGANS,Striped,Jacquard,8500.0,Premium,In Stock,"cardigans, striped, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1250.0,elegant textured denim jackets,DENIM JACKETS,Pastel Green,Bamboo,15000.0,Premium,In Stock,"denim jackets, pastel green, bamboo, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1251.0,essential structured track pants,TRACK PANTS,Off-White,Velvet,5000.0,Premium,In Stock,"track pants, off-white, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1252.0,camo retro hoodies & jackets,HOODIES & JACKETS,Brown,Cotton,14000.0,Premium,In Stock,"hoodies & jackets, brown, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1253.0,slim fit urban kimono,KIMONO,Teal,Velvet,14500.0,Premium,In Stock,"kimono, teal, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1254.0,patterned retro oversize tee,OVERSIZE TEE,Polka Dot,Corduroy,2500.0,Mid-Range,In Stock,"oversize tee, polka dot, corduroy, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1255.0,tailored patterned polos,POLOS,Camouflage,Cotton,3000.0,Mid-Range,In Stock,"polos, camouflage, cotton, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1256.0,patterned minimalist hoodies & jackets,HOODIES & JACKETS,Pastel Pink,Fleece,15000.0,Premium,In Stock,"hoodies & jackets, pastel pink, fleece, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1257.0,edgy textured sweatshirts,SWEATSHIRTS,Off-White,Corduroy,5500.0,Premium,In Stock,"sweatshirts, off-white, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,urban comfy t-shirts,T-SHIRTS,Unknown,Silk,3500.0,Mid-Range,In Stock,"t-shirts, unknown, silk, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1259.0,soft trendy denim jackets,DENIM JACKETS,Tan,Wool,8000.0,Premium,In Stock,"denim jackets, tan, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1260.0,refined structured oversize tee,OVERSIZE TEE,Striped,Fleece,4500.0,Mid-Range,In Stock,"oversize tee, striped, fleece, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1261.0,casual soft oversize tee,OVERSIZE TEE,Red,Linen,5000.0,Premium,In Stock,"oversize tee, red, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1262.0,structured refined polos,POLOS,Striped,Wool,3000.0,Mid-Range,In Stock,"polos, striped, wool, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1263.0,urban smart cardigans,CARDIGANS,Off-White,Cotton,12500.0,Premium,Out of Stock,"cardigans, off-white, cotton, premium, out of stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1264.0,rustic smart utility pants,UTILITY PANTS,Beige,Tencel,12500.0,Premium,In Stock,"utility pants, beige, tencel, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1265.0,oversized trendy sweatshirts,SWEATSHIRTS,Grey,Corduroy,5000.0,Premium,In Stock,"sweatshirts, grey, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1266.0,tailored heritage beach wear,BEACH WEAR,Off-White,Jacquard,5500.0,Premium,In Stock,"beach wear, off-white, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1267.0,smart trendy cardigans,CARDIGANS,Pastel Green,Corduroy,15000.0,Premium,In Stock,"cardigans, pastel green, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1268.0,casual patterned sweatshirts,SWEATSHIRTS,Camouflage,Linen,5500.0,Premium,In Stock,"sweatshirts, camouflage, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1269.0,smart luxury hoodies & jackets,HOODIES & JACKETS,Brown,Silk,10500.0,Premium,In Stock,"hoodies & jackets, brown, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1270.0,urban edgy chinos,CHINOS,Blush,Fleece,4500.0,Mid-Range,In Stock,"chinos, blush, fleece, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1271.0,layered casual blazers,BLAZERS,Maroon,Tencel,15000.0,Premium,In Stock,"blazers, maroon, tencel, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1272.0,essential soft tanks,TANKS,Yellow,Bamboo,3500.0,Mid-Range,In Stock,"tanks, yellow, bamboo, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1273.0,rustic slim fit hoodies & jackets,HOODIES & JACKETS,Mustard,Wool,10500.0,Premium,In Stock,"hoodies & jackets, mustard, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1274.0,smart modern denim jackets,DENIM JACKETS,Crimson,Corduroy,8000.0,Premium,In Stock,"denim jackets, crimson, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1275.0,oversized bright beach wear,BEACH WEAR,Green,Cotton,5500.0,Premium,In Stock,"beach wear, green, cotton, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1276.0,sporty luxury kimono,KIMONO,Tie-Dye,Linen,11500.0,Premium,In Stock,"kimono, tie-dye, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1277.0,casual minimalist hoodies & jackets,HOODIES & JACKETS,Tie-Dye,Wool,9500.0,Premium,In Stock,"hoodies & jackets, tie-dye, wool, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1278.0,bold bright beach wear,BEACH WEAR,Black,Denim,4000.0,Mid-Range,In Stock,"beach wear, black, denim, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1279.0,classic bold oversize tee,OVERSIZE TEE,Maroon,Fleece,5000.0,Premium,Low Stock,"oversize tee, maroon, fleece, premium, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1280.0,statement patterned hoodies & jackets,HOODIES & JACKETS,Crimson,Tencel,8000.0,Premium,In Stock,"hoodies & jackets, crimson, tencel, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1281.0,chic luxury joggers & pants,JOGGERS & PANTS,Coral,Bamboo,4000.0,Mid-Range,In Stock,"joggers & pants, coral, bamboo, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1282.0,patterned oversized blazers,BLAZERS,Chocolate,Jacquard,13000.0,Premium,In Stock,"blazers, chocolate, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1283.0,smart bright chinos,CHINOS,Charcoal,Linen,6000.0,Premium,In Stock,"chinos, charcoal, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1284.0,preppy comfy t-shirts,T-SHIRTS,Black,Polyester,4500.0,Mid-Range,In Stock,"t-shirts, black, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1285.0,retro slim fit polos,POLOS,Sky Blue,Jacquard,4500.0,Mid-Range,In Stock,"polos, sky blue, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1286.0,wide leg wide leg polos,POLOS,Plaid,Tencel,5000.0,Premium,In Stock,"polos, plaid, tencel, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1287.0,sporty refined t-shirts,T-SHIRTS,Sky Blue,Corduroy,5000.0,Premium,In Stock,"t-shirts, sky blue, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1288.0,bold structured sweatshirts,SWEATSHIRTS,Pastel Pink,Bamboo,5500.0,Premium,In Stock,"sweatshirts, pastel pink, bamboo, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1289.0,soft preppy track pants,TRACK PANTS,Blue,Polyester,2500.0,Mid-Range,In Stock,"track pants, blue, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1290.0,rustic sporty polos,POLOS,Tie-Dye,Velvet,4000.0,Mid-Range,In Stock,"polos, tie-dye, velvet, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1291.0,tailored bright t-shirts,NAN,Charcoal,Rayon,5000.0,Premium,In Stock,"nan, charcoal, rayon, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1292.0,lightweight statement chinos,CHINOS,Mustard,Jacquard,4500.0,Mid-Range,In Stock,"chinos, mustard, jacquard, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1293.0,oversized oversized tanks,TANKS,Charcoal,Silk,4500.0,Mid-Range,In Stock,"tanks, charcoal, silk, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1294.0,modern chic blazers,BLAZERS,White,Silk,8000.0,Premium,In Stock,"blazers, white, silk, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1295.0,patterned rustic denim jackets,DENIM JACKETS,Beige,Jacquard,9500.0,Premium,In Stock,"denim jackets, beige, jacquard, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1296.0,neutral patterned track pants,TRACK PANTS,Yellow,Rayon,3500.0,Mid-Range,In Stock,"track pants, yellow, rayon, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1297.0,retro chic shorts,SHORTS,Tan,Unknown,,Premium,In Stock,"shorts, tan, unknown, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1298.0,neutral chic track pants,TRACK PANTS,Polka Dot,Corduroy,5000.0,Premium,In Stock,"track pants, polka dot, corduroy, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1299.0,neutral elegant shorts,SHORTS,Chocolate,Polyester,2500.0,Mid-Range,In Stock,"shorts, chocolate, polyester, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1300.0,sporty vintage tanks,TANKS,Tie-Dye,Wool,4000.0,Mid-Range,In Stock,"tanks, tie-dye, wool, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1301.0,essential modern polos,POLOS,Green,Modal,5000.0,Premium,In Stock,"polos, green, modal, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1302.0,statement lightweight polos,POLOS,Red,Modal,2500.0,Mid-Range,In Stock,"polos, red, modal, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,refined sporty joggers & pants,JOGGERS & PANTS,White,Silk,4500.0,Mid-Range,In Stock,"joggers & pants, white, silk, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1304.0,wide leg elegant polos,POLOS,Pastel Pink,Fleece,2500.0,Mid-Range,In Stock,"polos, pastel pink, fleece, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1305.0,smart oversized oversize tee,OVERSIZE TEE,Maroon,Linen,4000.0,Mid-Range,Low Stock,"oversize tee, maroon, linen, mid-range, low stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1306.0,minimalist vintage joggers & pants,JOGGERS & PANTS,Coral,Linen,4500.0,Mid-Range,In Stock,"joggers & pants, coral, linen, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
,casual dynamic denim jackets,DENIM JACKETS,Black,Velvet,10500.0,Premium,In Stock,"denim jackets, black, velvet, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1308.0,bright bright utility pants,UTILITY PANTS,Chocolate,Linen,9500.0,Premium,In Stock,"utility pants, chocolate, linen, premium, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1309.0,chic vintage track pants,TRACK PANTS,Polka Dot,Rayon,4000.0,Mid-Range,In Stock,"track pants, polka dot, rayon, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1310.0,trendy bold oversize tee,OVERSIZE TEE,Beige,Leather,4000.0,Mid-Range,In Stock,"oversize tee, beige, leather, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1311.0,refined classic shorts,SHORTS,Mint,Tencel,4000.0,Mid-Range,In Stock,"shorts, mint, tencel, mid-range, in stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
1312.0,minimalist sporty tanks,TANKS,Olive,Fleece,2500.0,Mid-Range,Out of Stock,"tanks, olive, fleece, mid-range, out of stock",2026-03-10T02:08:42.722027,2026-03-10T07:38:43.005700+05:30,search_index
