anchor,positive,negative
"tailored soft coats coats chocolate leather party wear, checked, dark skin, fair skin, monochrome","elegant wide leg coats coats mint polyester neutral skin, fair skin, petite friendly, layering, hipster","edgy luxury denim jackets denim jackets sky blue fleece y2k, formal, urban, stripes, layering, minimalist, spring"
"neutral refined t-shirts t-shirts teal wool cottagecore, polka dot, curvy friendly, floral, casual, preppy","classic lightweight t-shirts t-shirts mint denim stripes, checked, neutral skin, monochrome, tall friendly, hot weather, autumn, skinny friendly","edgy casual shorts shorts checked fleece petite friendly, urban, travel friendly, layering, monochrome"
"elegant statement hoodies & jackets hoodies & jackets pink rayon stripes, tall friendly, rainy weather, hot weather, spring, floral","refined patterned hoodies & jackets hoodies & jackets pink silk business casual, hot weather, curvy friendly, comfy, rainy weather, tall friendly, festival","minimalist wide leg polos polos black rayon preppy, athleisure, business casual, layering, checked, patterned, autumn"
checked beach wear linen,"vintage oversized beach wear beach wear mustard velvet dark skin, eco-friendly, edgy, hipster, business casual, y2k, travel friendly","bold vintage kimono kimono checked wool dark skin, luxury, monochrome, beach wear, autumn, office wear, formal"
"elegant essential joggers & pants joggers & pants blue modal preppy, minimalist, streetwear, urban, oversized, hipster","lightweight heritage joggers & pants joggers & pants orange fleece office wear, petite friendly, hot weather, minimalist, party wear, polka dot, summer","soft trendy track pants track pants blue tencel festival, fair skin, hot weather, hipster, casual, eco-friendly, tall friendly, skinny friendly"
"relaxed modern polos polos pastel blue velvet vintage, autumn, luxury, floral, checked","elegant modern polos polos teal fleece y2k, checked, neutral skin, urban, stripes, business casual, beach wear","functional tailored chinos chinos navy rayon summer, luxury, layering, old money, monochrome"
"wide leg minimalist cardigans cardigans tan polyester cottagecore, stripes, streetwear, medium skin, luxury, hipster","bold vintage track pants track pants tan cotton luxury, medium skin, patterned, summer, neutral skin, hot weather, slim fit, hipster","structured structured tanks tanks beige fleece winter, layering, office wear, rainy weather, petite friendly, cottagecore, neutral skin, fair skin"
maroon track pants fleece,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","edgy chic chinos chinos striped fleece spring, hot weather, athleisure, hipster, urban, skinny friendly, checked"
"patterned dynamic coats coats chocolate denim hipster, urban, formal, curvy friendly, comfy","essential layered denim jackets denim jackets chocolate leather summer, sporty, luxury, formal, eco-friendly","casual patterned kimono kimono beige polyester festival, patterned, business casual, polka dot, autumn, vintage, cold weather, spring"
"camo relaxed shorts shorts peach silk edgy, autumn, patterned, athleisure, streetwear, festival, spring, tall friendly","textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","soft edgy utility pants utility pants maroon wool vintage, neutral skin, oversized, casual, medium skin, festival, floral, business casual"
"classic elegant oversize tee oversize tee chocolate jacquard festival, beach wear, medium skin, curvy friendly, layering, streetwear, sporty, petite friendly","urban textured shorts shorts chocolate polyester old money, formal, summer, tall friendly, sporty, casual, business casual, cold weather","comfy wide leg beach wear beach wear red bamboo skinny friendly, urban, y2k, patterned, tall friendly, stripes, medium skin, party wear"
mustard blazers modal,"heritage minimalist blazers blazers orange linen office wear, spring, eco-friendly, y2k, hipster","neutral heritage oversize tee oversize tee peach denim urban, travel friendly, comfy, luxury, formal, rainy weather, edgy, hot weather"
"trendy minimalist kimono kimono maroon rayon rainy weather, patterned, eco-friendly, festival, comfy, business casual, tall friendly","neutral trendy kimono kimono green rayon hipster, edgy, casual, curvy friendly, urban, patterned","trendy refined track pants track pants blue linen athleisure, casual, checked, autumn, stripes, curvy friendly, beach wear, old money"
"oversized preppy beach wear beach wear brown denim preppy, checked, urban, stripes, layering","statement relaxed beach wear beach wear chocolate rayon neutral skin, business casual, monochrome, floral, polka dot, urban, rainy weather","urban relaxed hoodies & jackets hoodies & jackets navy leather hipster, y2k, office wear, minimalist, petite friendly, vintage, slim fit"
"classic heritage shorts shorts peach modal minimalist, spring, luxury, skinny friendly, hot weather, travel friendly, edgy, hipster","modern slim fit utility pants utility pants peach denim comfy, sporty, edgy, formal, streetwear, monochrome","urban bright coats coats mustard tencel party wear, festival, streetwear, skinny friendly, monochrome, spring"
"statement bold utility pants utility pants multi-color silk athleisure, summer, floral, travel friendly, autumn, hot weather, layering","neutral vintage utility pants utility pants black linen spring, cold weather, casual, slim fit, curvy friendly, polka dot","modern refined shorts shorts charcoal cotton preppy, formal, comfy, fair skin, stripes, business casual, edgy, hot weather"
"soft edgy utility pants utility pants maroon wool vintage, neutral skin, oversized, casual, medium skin, festival, floral, business casual","chic structured utility pants utility pants teal rayon floral, autumn, hot weather, travel friendly, polka dot, streetwear","rustic functional polos polos pastel green corduroy stripes, beach wear, fair skin, slim fit, curvy friendly"
"structured structured blazers blazers beige fleece winter, curvy friendly, neutral skin, urban, minimalist","camo oversized polos polos beige linen fair skin, monochrome, eco-friendly, beach wear, dark skin","chic essential chinos chinos tie-dye corduroy curvy friendly, old money, cottagecore, skinny friendly, fair skin, preppy"
mustard joggers & pants wool,"lightweight heritage joggers & pants joggers & pants orange fleece office wear, petite friendly, hot weather, minimalist, party wear, polka dot, summer","luxury camo tanks tanks grey tencel athleisure, cottagecore, y2k, monochrome, neutral skin, streetwear, floral, layering"
"tailored patterned chinos chinos plaid cotton hot weather, sporty, edgy, comfy, office wear, festival, autumn","sporty chic chinos chinos checked corduroy hipster, urban, party wear, summer, minimalist, preppy, checked","statement preppy coats coats camouflage tencel edgy, floral, minimalist, urban, skinny friendly, beach wear, spring"
"bright wide leg oversize tee oversize tee pink jacquard business casual, y2k, medium skin, checked, slim fit","casual rustic beach wear beach wear pink fleece casual, party wear, polka dot, cold weather, rainy weather","tailored bold tanks tanks brown linen hipster, beach wear, office wear, old money, travel friendly, petite friendly, party wear, festival"
"urban sporty track pants track pants yellow linen urban, old money, comfy, monochrome, rainy weather, slim fit, neutral skin","bold textured sweatshirts sweatshirts yellow linen petite friendly, layering, old money, dark skin, party wear","preppy functional track pants track pants brown leather vintage, festival, edgy, floral, party wear, dark skin, rainy weather"
"essential camo beach wear beach wear navy bamboo office wear, athleisure, slim fit, dark skin, streetwear, urban, old money","dynamic casual oversize tee oversize tee navy linen cold weather, oversized, neutral skin, party wear, urban, skinny friendly","functional dynamic beach wear beach wear multi-color denim eco-friendly, beach wear, layering, vintage, tall friendly, urban, skinny friendly, fair skin"
beige blazers denim,"heritage minimalist blazers blazers orange linen office wear, spring, eco-friendly, y2k, hipster","soft structured beach wear beach wear chocolate modal slim fit, old money, autumn, curvy friendly, edgy, skinny friendly"
"bold preppy chinos chinos brown rayon dark skin, medium skin, autumn, eco-friendly, petite friendly","dynamic preppy chinos chinos olive rayon comfy, preppy, casual, spring, formal, stripes","neutral rustic track pants track pants mustard leather medium skin, checked, rainy weather, autumn, athleisure, streetwear, party wear, luxury"
"urban casual denim jackets denim jackets coral cotton sporty, edgy, oversized, checked, old money, dark skin, summer, y2k","comfy rustic chinos chinos coral silk sporty, dark skin, festival, spring, business casual, streetwear","patterned relaxed shorts shorts striped denim oversized, skinny friendly, medium skin, cottagecore, stripes"
"edgy retro oversize tee oversize tee grey bamboo hipster, winter, checked, spring, luxury, polka dot, layering, y2k","functional urban cardigans cardigans grey linen vintage, sporty, layering, comfy, skinny friendly, summer, eco-friendly","smart bright beach wear beach wear sky blue wool curvy friendly, urban, festival, polka dot, cottagecore, streetwear, autumn"
"camo tailored tanks tanks green denim floral, party wear, y2k, hot weather, oversized, neutral skin, petite friendly, layering","casual functional t-shirts t-shirts green polyester monochrome, preppy, stripes, polka dot, urban","wide leg luxury track pants track pants black linen festival, preppy, neutral skin, vintage, luxury, medium skin"
"oversized minimalist hoodies & jackets hoodies & jackets tie-dye linen oversized, neutral skin, polka dot, autumn, hot weather","minimalist patterned coats coats tie-dye jacquard old money, edgy, oversized, eco-friendly, vintage, slim fit, formal, patterned","tailored functional sweatshirts sweatshirts white fleece eco-friendly, sporty, tall friendly, layering, cottagecore, medium skin, checked"
"soft lightweight beach wear beach wear peach polyester party wear, layering, minimalist, streetwear, urban, hipster","neutral edgy chinos chinos peach polyester autumn, petite friendly, tall friendly, fair skin, monochrome","lightweight casual hoodies & jackets hoodies & jackets chocolate bamboo eco-friendly, party wear, y2k, petite friendly, slim fit, monochrome, layering, neutral skin"
peach chinos polyester,"bright oversized chinos chinos maroon denim office wear, vintage, skinny friendly, slim fit, layering, formal","functional casual tanks tanks navy velvet athleisure, streetwear, checked, curvy friendly, party wear, cottagecore, polka dot, travel friendly"
"bright bold blazers blazers red wool winter, monochrome, skinny friendly, rainy weather, dark skin, luxury","essential layered blazers blazers brown tencel cottagecore, edgy, polka dot, travel friendly, beach wear","minimalist essential oversize tee oversize tee pastel blue corduroy fair skin, patterned, festival, spring, sporty"
"heritage minimalist sweatshirts sweatshirts maroon tencel skinny friendly, floral, travel friendly, vintage, monochrome, casual, urban","retro functional sweatshirts sweatshirts tie-dye denim hot weather, neutral skin, floral, oversized, hipster, dark skin, cottagecore, rainy weather","trendy layered denim jackets denim jackets polka dot denim eco-friendly, petite friendly, y2k, cottagecore, spring, stripes"
"slim fit comfy cardigans cardigans green modal floral, hot weather, stripes, luxury, comfy, urban, sporty","patterned camo kimono kimono green fleece preppy, medium skin, sporty, oversized, spring, polka dot, layering","relaxed modern polos polos pastel blue velvet vintage, autumn, luxury, floral, checked"
"elegant textured denim jackets denim jackets pastel green bamboo tall friendly, neutral skin, eco-friendly, urban, slim fit, monochrome","smart trendy cardigans cardigans pastel green corduroy patterned, festival, office wear, polka dot, checked, floral, fair skin","luxury luxury joggers & pants joggers & pants pink linen luxury, patterned, summer, hot weather, checked"
"lightweight slim fit oversize tee oversize tee nude wool medium skin, eco-friendly, patterned, cold weather, old money, cottagecore, spring","soft elegant oversize tee oversize tee camouflage rayon comfy, winter, floral, travel friendly, petite friendly, y2k","luxury functional t-shirts t-shirts checked polyester festival, streetwear, party wear, tall friendly, oversized, neutral skin, autumn, y2k"
peach beach wear linen,"vintage oversized beach wear beach wear mustard velvet dark skin, eco-friendly, edgy, hipster, business casual, y2k, travel friendly","functional dynamic chinos chinos coral corduroy office wear, stripes, old money, skinny friendly, business casual"
polka dot blazers polyester,"heritage minimalist blazers blazers orange linen office wear, spring, eco-friendly, y2k, hipster","sporty bold polos polos yellow rayon neutral skin, autumn, urban, floral, old money"
charcoal shorts polyester,"textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","lightweight patterned denim jackets denim jackets nude jacquard winter, skinny friendly, curvy friendly, comfy, stripes, urban, vintage, sporty"
"lightweight camo sweatshirts sweatshirts blush corduroy curvy friendly, office wear, beach wear, party wear, fair skin, slim fit, eco-friendly, petite friendly","minimalist textured sweatshirts sweatshirts pastel blue velvet festival, athleisure, spring, slim fit, y2k, formal, skinny friendly","retro elegant t-shirts t-shirts olive cotton summer, party wear, floral, sporty, eco-friendly"
"smart relaxed tanks tanks tan jacquard rainy weather, travel friendly, polka dot, minimalist, stripes","edgy rustic beach wear beach wear tan modal autumn, streetwear, polka dot, rainy weather, hipster, preppy, checked, athleisure","urban smart sweatshirts sweatshirts beige bamboo patterned, floral, checked, dark skin, sporty, fair skin"
"bold edgy track pants track pants pastel green corduroy slim fit, travel friendly, rainy weather, dark skin, urban","preppy dynamic shorts shorts pastel green silk dark skin, tall friendly, monochrome, streetwear, stripes","layered refined tanks tanks pastel pink bamboo sporty, old money, rainy weather, slim fit, medium skin, eco-friendly, festival"
"neutral luxury shorts shorts black polyester luxury, skinny friendly, hipster, rainy weather, winter, office wear","comfy soft shorts shorts black bamboo patterned, casual, rainy weather, eco-friendly, spring","textured heritage t-shirts t-shirts camouflage denim rainy weather, business casual, y2k, party wear, monochrome"
"chic functional beach wear beach wear navy leather spring, formal, dark skin, minimalist, neutral skin","textured refined sweatshirts sweatshirts navy rayon casual, autumn, curvy friendly, medium skin, cottagecore","retro classic coats coats striped fleece festival, business casual, party wear, office wear, winter, rainy weather"
pastel blue sweatshirts polyester,"oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","wide leg relaxed track pants track pants white denim cottagecore, preppy, casual, business casual, athleisure, beach wear"
"essential sporty t-shirts t-shirts white fleece beach wear, oversized, slim fit, old money, fair skin","structured urban utility pants utility pants white jacquard formal, summer, curvy friendly, slim fit, sporty, festival, medium skin","statement comfy shorts shorts beige bamboo skinny friendly, medium skin, urban, business casual, spring, eco-friendly, curvy friendly"
"layered soft kimono kimono plaid rayon petite friendly, tall friendly, spring, layering, winter, sporty, minimalist","neutral preppy track pants track pants plaid bamboo summer, winter, streetwear, floral, casual","wide leg minimalist cardigans cardigans tan polyester cottagecore, stripes, streetwear, medium skin, luxury, hipster"
"vintage patterned kimono kimono blush jacquard vintage, layering, hipster, medium skin, luxury","tailored vintage kimono kimono coral denim casual, skinny friendly, comfy, sporty, office wear","dynamic classic t-shirts t-shirts pastel green polyester luxury, hot weather, hipster, checked, comfy, old money, polka dot"
"minimalist sporty beach wear beach wear coral corduroy office wear, hot weather, y2k, formal, cold weather, patterned, business casual","textured chic cardigans cardigans coral denim layering, polka dot, autumn, hot weather, old money, beach wear, floral, travel friendly","casual structured t-shirts t-shirts pastel blue fleece winter, edgy, patterned, layering, athleisure, office wear"
"vintage rustic chinos chinos checked silk hipster, y2k, cold weather, edgy, minimalist","modern neutral chinos chinos blush velvet beach wear, tall friendly, dark skin, cottagecore, hipster, edgy, minimalist, neutral skin","neutral dynamic sweatshirts sweatshirts olive tencel streetwear, casual, sporty, cold weather, athleisure, summer, tall friendly, spring"
"chic essential oversize tee oversize tee beige corduroy cottagecore, office wear, y2k, oversized, polka dot, formal","statement comfy shorts shorts beige bamboo skinny friendly, medium skin, urban, business casual, spring, eco-friendly, curvy friendly","dynamic camo polos polos mint linen rainy weather, slim fit, spring, business casual, summer, monochrome, stripes, old money"
"functional comfy polos polos crimson rayon oversized, floral, y2k, office wear, beach wear, medium skin, petite friendly","trendy preppy polos polos nude leather curvy friendly, monochrome, hot weather, beach wear, business casual, preppy, summer","textured dynamic tanks tanks pink linen neutral skin, checked, festival, spring, polka dot"
"retro trendy joggers & pants joggers & pants pastel pink leather layering, athleisure, floral, edgy, vintage","soft dynamic joggers & pants joggers & pants chocolate jacquard tall friendly, winter, rainy weather, formal, beach wear, preppy","neutral edgy coats coats black jacquard y2k, streetwear, formal, polka dot, summer"
"statement wide leg sweatshirts sweatshirts peach corduroy cold weather, fair skin, streetwear, business casual, hot weather, formal, skinny friendly","camo relaxed shorts shorts peach silk edgy, autumn, patterned, athleisure, streetwear, festival, spring, tall friendly","elegant essential joggers & pants joggers & pants blue modal preppy, minimalist, streetwear, urban, oversized, hipster"
"oversized vintage kimono kimono sky blue denim curvy friendly, beach wear, petite friendly, athleisure, slim fit, winter, festival","minimalist functional coats coats sky blue cotton stripes, minimalist, checked, slim fit, medium skin, fair skin, oversized","slim fit slim fit track pants track pants camouflage wool edgy, minimalist, luxury, streetwear, neutral skin"
"retro oversized sweatshirts sweatshirts blue linen formal, floral, checked, summer, eco-friendly, preppy","camo edgy sweatshirts sweatshirts orange tencel luxury, urban, monochrome, old money, checked, oversized, dark skin, rainy weather","vintage smart track pants track pants polka dot denim summer, party wear, urban, edgy, checked, polka dot, formal"
"bright classic joggers & pants joggers & pants pastel green bamboo luxury, preppy, minimalist, office wear, floral, athleisure","smart heritage joggers & pants joggers & pants blush rayon tall friendly, rainy weather, stripes, skinny friendly, edgy, patterned, hipster, autumn","structured modern denim jackets denim jackets camouflage leather hot weather, curvy friendly, layering, casual, dark skin"
"textured structured t-shirts t-shirts polka dot cotton festival, slim fit, curvy friendly, urban, hipster, vintage, monochrome, autumn","layered oversized denim jackets denim jackets polka dot wool autumn, dark skin, y2k, comfy, travel friendly","retro luxury coats coats green linen business casual, casual, fair skin, slim fit, medium skin, oversized, skinny friendly, summer"
"camo patterned shorts shorts polka dot linen eco-friendly, formal, stripes, rainy weather, floral, spring","textured preppy sweatshirts sweatshirts polka dot jacquard patterned, luxury, hipster, urban, y2k, streetwear","tailored chic hoodies & jackets hoodies & jackets coral jacquard stripes, festival, polka dot, neutral skin, floral, urban, checked"
"bold structured beach wear beach wear black corduroy beach wear, summer, hipster, streetwear, slim fit, preppy, old money","minimalist sporty beach wear beach wear coral corduroy office wear, hot weather, y2k, formal, cold weather, patterned, business casual","refined essential hoodies & jackets hoodies & jackets blue linen layering, stripes, festival, beach wear, y2k, office wear, sporty, floral"
"patterned oversized blazers blazers grey fleece beach wear, polka dot, petite friendly, patterned, cottagecore","camo functional blazers blazers nude denim neutral skin, minimalist, urban, oversized, cold weather","elegant rustic beach wear beach wear navy jacquard vintage, stripes, skinny friendly, neutral skin, dark skin, edgy"
"structured minimalist cardigans cardigans tie-dye denim party wear, medium skin, polka dot, floral, office wear, patterned, beach wear, eco-friendly","preppy refined cardigans cardigans green corduroy patterned, preppy, streetwear, eco-friendly, medium skin, monochrome","refined functional kimono kimono pink jacquard beach wear, vintage, streetwear, oversized, y2k, neutral skin"
pastel pink oversize tee corduroy,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","smart modern track pants track pants peach leather urban, athleisure, fair skin, cold weather, comfy"
"structured chic t-shirts t-shirts pastel blue tencel slim fit, summer, comfy, beach wear, travel friendly, tall friendly","tailored smart t-shirts t-shirts tan velvet winter, curvy friendly, dark skin, festival, floral, cold weather","smart dynamic coats coats tie-dye bamboo curvy friendly, cottagecore, neutral skin, edgy, preppy, office wear"
"elegant luxury denim jackets denim jackets maroon jacquard office wear, casual, summer, slim fit, winter, luxury, patterned, hot weather","urban wide leg polos polos maroon rayon luxury, old money, slim fit, hot weather, edgy, petite friendly, tall friendly, rainy weather","comfy textured denim jackets denim jackets nude modal spring, casual, polka dot, comfy, cottagecore, autumn, dark skin"
beige oversize tee fleece,"wide leg comfy oversize tee oversize tee olive tencel neutral skin, curvy friendly, formal, autumn, office wear","chic bright polos polos multi-color fleece streetwear, preppy, business casual, summer, polka dot"
"elegant smart cardigans cardigans white wool autumn, polka dot, fair skin, checked, luxury, skinny friendly, edgy, summer","wide leg relaxed track pants track pants white denim cottagecore, preppy, casual, business casual, athleisure, beach wear","dynamic tailored beach wear beach wear polka dot bamboo cottagecore, spring, vintage, y2k, sporty, luxury"
"preppy casual coats coats chocolate corduroy preppy, summer, rainy weather, slim fit, polka dot, layering, monochrome","minimalist soft joggers & pants joggers & pants chocolate rayon spring, old money, checked, floral, hot weather, cottagecore","wide leg vintage t-shirts t-shirts yellow denim travel friendly, hot weather, casual, y2k, oversized, dark skin, fair skin, business casual"
"comfy chic joggers & pants joggers & pants beige denim floral, dark skin, festival, casual, medium skin, beach wear, travel friendly, stripes","relaxed minimalist joggers & pants joggers & pants beige fleece office wear, cold weather, beach wear, curvy friendly, minimalist, luxury","neutral comfy coats coats chocolate wool monochrome, curvy friendly, athleisure, beach wear, party wear, hot weather"
"oversized modern oversize tee oversize tee chocolate jacquard hipster, checked, neutral skin, rainy weather, vintage","bright dynamic oversize tee oversize tee peach cotton cold weather, edgy, winter, vintage, party wear, cottagecore, spring","rustic dynamic chinos chinos peach polyester cold weather, checked, y2k, rainy weather, comfy"
"vintage classic kimono kimono brown tencel athleisure, festival, luxury, cold weather, y2k, floral, monochrome, oversized","dynamic rustic chinos chinos brown linen comfy, neutral skin, hipster, cold weather, skinny friendly, rainy weather, vintage","smart camo t-shirts t-shirts crimson rayon curvy friendly, festival, dark skin, monochrome, eco-friendly, beach wear, athleisure, cottagecore"
brown utility pants leather,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","oversized modern denim jackets denim jackets red modal monochrome, cold weather, casual, skinny friendly, neutral skin, sporty, cottagecore"
black blazers leather,"heritage minimalist blazers blazers orange linen office wear, spring, eco-friendly, y2k, hipster","dynamic slim fit polos polos white silk monochrome, polka dot, checked, layering, formal, casual, minimalist, old money"
"refined bold track pants track pants yellow bamboo edgy, rainy weather, tall friendly, festival, stripes, eco-friendly, spring, minimalist","preppy bright shorts shorts yellow velvet casual, slim fit, fair skin, medium skin, old money, sporty, business casual","minimalist retro blazers blazers grey silk tall friendly, eco-friendly, hot weather, streetwear, athleisure, monochrome"
"preppy camo polos polos grey silk winter, fair skin, slim fit, layering, vintage, office wear, formal, travel friendly","urban wide leg polos polos maroon rayon luxury, old money, slim fit, hot weather, edgy, petite friendly, tall friendly, rainy weather","rustic camo oversize tee oversize tee peach cotton old money, dark skin, hot weather, curvy friendly, minimalist, layering, comfy"
nude track pants silk,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","slim fit patterned chinos chinos yellow leather winter, oversized, cold weather, travel friendly, summer"
brown chinos modal,"bright oversized chinos chinos maroon denim office wear, vintage, skinny friendly, slim fit, layering, formal","statement casual joggers & pants joggers & pants coral rayon dark skin, casual, eco-friendly, minimalist, preppy, skinny friendly"
"statement essential denim jackets denim jackets yellow modal luxury, stripes, office wear, checked, vintage","dynamic chic track pants track pants yellow leather summer, petite friendly, dark skin, patterned, minimalist, floral","relaxed modern beach wear beach wear teal bamboo travel friendly, rainy weather, polka dot, checked, fair skin"
"wide leg oversized denim jackets denim jackets multi-color fleece streetwear, winter, autumn, floral, comfy, y2k, slim fit","statement bold utility pants utility pants multi-color silk athleisure, summer, floral, travel friendly, autumn, hot weather, layering","vintage elegant polos polos navy velvet dark skin, autumn, patterned, slim fit, layering, cottagecore, preppy"
"structured elegant denim jackets denim jackets pastel pink leather urban, stripes, vintage, monochrome, neutral skin","retro trendy denim jackets denim jackets black tencel summer, curvy friendly, cold weather, urban, spring, athleisure","bold sporty oversize tee oversize tee mustard modal travel friendly, comfy, spring, urban, oversized"
"bold rustic polos polos mustard polyester travel friendly, old money, polka dot, layering, slim fit, floral, winter, comfy","bold edgy polos polos charcoal modal comfy, hipster, floral, spring, checked, curvy friendly, business casual","camo bright t-shirts t-shirts pink modal streetwear, vintage, curvy friendly, cottagecore, neutral skin, floral, oversized"
"preppy dynamic shorts shorts pastel green silk dark skin, tall friendly, monochrome, streetwear, stripes","heritage camo shorts shorts pastel blue tencel comfy, fair skin, medium skin, athleisure, festival, slim fit, luxury","textured textured tanks tanks orange polyester dark skin, petite friendly, edgy, streetwear, patterned"
"statement comfy shorts shorts beige bamboo skinny friendly, medium skin, urban, business casual, spring, eco-friendly, curvy friendly","oversized layered blazers blazers beige denim beach wear, athleisure, business casual, festival, autumn, curvy friendly, urban","soft functional sweatshirts sweatshirts charcoal linen stripes, summer, autumn, polka dot, athleisure, oversized"
"layered casual track pants track pants pastel blue jacquard stripes, y2k, medium skin, edgy, winter","bold vintage track pants track pants tan cotton luxury, medium skin, patterned, summer, neutral skin, hot weather, slim fit, hipster","structured oversized hoodies & jackets hoodies & jackets red denim floral, comfy, tall friendly, luxury, casual, oversized"
"retro textured joggers & pants joggers & pants teal bamboo neutral skin, athleisure, autumn, dark skin, checked","slim fit urban kimono kimono teal velvet autumn, vintage, monochrome, petite friendly, skinny friendly","minimalist minimalist tanks tanks blush velvet skinny friendly, slim fit, urban, summer, office wear, vintage"
"wide leg neutral denim jackets denim jackets white bamboo y2k, cottagecore, rainy weather, beach wear, formal","retro wide leg denim jackets denim jackets camouflage denim skinny friendly, comfy, preppy, beach wear, luxury, hipster","functional soft coats coats multi-color polyester floral, checked, luxury, hipster, formal"
"trendy comfy cardigans cardigans tie-dye jacquard casual, minimalist, sporty, medium skin, rainy weather, cottagecore, y2k, business casual","oversized luxury cardigans cardigans off-white corduroy eco-friendly, sporty, luxury, travel friendly, y2k, comfy, autumn, monochrome","relaxed urban kimono kimono pastel blue wool patterned, old money, preppy, business casual, dark skin"
"textured dynamic track pants track pants off-white linen floral, checked, luxury, patterned, rainy weather, old money, business casual, urban","elegant wide leg track pants track pants pastel blue silk urban, streetwear, athleisure, luxury, festival, floral, oversized","tailored structured blazers blazers blue bamboo skinny friendly, luxury, minimalist, eco-friendly, cottagecore"
"wide leg layered oversize tee oversize tee sky blue fleece party wear, athleisure, rainy weather, checked, cottagecore, hipster, old money, stripes","slim fit textured coats coats sky blue modal oversized, business casual, old money, vintage, festival, polka dot, y2k","sporty camo polos polos checked fleece slim fit, skinny friendly, preppy, fair skin, edgy, travel friendly, polka dot"
"structured rustic hoodies & jackets hoodies & jackets blue wool dark skin, streetwear, athleisure, winter, hot weather, autumn, summer","smart rustic hoodies & jackets hoodies & jackets maroon wool luxury, summer, slim fit, fair skin, dark skin, floral, old money","dynamic refined tanks tanks tie-dye jacquard cold weather, festival, hipster, comfy, checked, petite friendly"
"classic elegant oversize tee oversize tee chocolate jacquard festival, beach wear, medium skin, curvy friendly, layering, streetwear, sporty, petite friendly","lightweight slim fit oversize tee oversize tee nude wool medium skin, eco-friendly, patterned, cold weather, old money, cottagecore, spring","structured modern sweatshirts sweatshirts mint modal casual, tall friendly, petite friendly, oversized, stripes, skinny friendly"
"soft classic blazers blazers mint cotton dark skin, vintage, winter, eco-friendly, tall friendly, autumn, streetwear, beach wear","slim fit bold blazers blazers blue velvet y2k, monochrome, winter, rainy weather, athleisure","sporty retro beach wear beach wear pink wool edgy, fair skin, cold weather, old money, office wear, summer"
"casual retro sweatshirts sweatshirts tie-dye rayon beach wear, streetwear, business casual, polka dot, old money, eco-friendly, casual","dynamic trendy sweatshirts sweatshirts pink polyester polka dot, party wear, autumn, travel friendly, beach wear, floral","luxury bright shorts shorts pastel green linen cold weather, autumn, dark skin, monochrome, checked"
tie-dye utility pants silk,"vintage patterned utility pants utility pants grey silk formal, layering, cottagecore, preppy, fair skin, summer, party wear","structured wide leg oversize tee oversize tee blue leather rainy weather, party wear, patterned, edgy, urban, comfy, monochrome"
"structured neutral coats coats grey wool athleisure, beach wear, festival, minimalist, formal, neutral skin, urban","patterned oversized blazers blazers grey fleece beach wear, polka dot, petite friendly, patterned, cottagecore","soft elegant polos polos brown rayon comfy, summer, streetwear, medium skin, hot weather, athleisure"
"heritage rustic utility pants utility pants pastel green cotton oversized, checked, streetwear, tall friendly, party wear","patterned dynamic polos polos pastel green bamboo travel friendly, fair skin, cottagecore, urban, festival, preppy","soft elegant oversize tee oversize tee camouflage rayon comfy, winter, floral, travel friendly, petite friendly, y2k"
"edgy functional hoodies & jackets hoodies & jackets multi-color corduroy polka dot, floral, sporty, layering, office wear, autumn, urban, summer","bold textured hoodies & jackets hoodies & jackets coral bamboo slim fit, layering, medium skin, fair skin, comfy, dark skin, hot weather, minimalist","wide leg smart sweatshirts sweatshirts tan wool hipster, casual, business casual, hot weather, layering, checked"
"heritage sporty track pants track pants pink modal athleisure, curvy friendly, skinny friendly, old money, neutral skin, monochrome, preppy, checked","vintage layered track pants track pants crimson polyester neutral skin, preppy, layering, casual, minimalist, old money","classic sporty polos polos peach wool urban, minimalist, cottagecore, autumn, slim fit, tall friendly, casual"
"slim fit comfy cardigans cardigans green modal floral, hot weather, stripes, luxury, comfy, urban, sporty","lightweight urban cardigans cardigans multi-color fleece monochrome, dark skin, polka dot, winter, layering, edgy, streetwear","bright slim fit utility pants utility pants brown linen curvy friendly, streetwear, patterned, skinny friendly, floral, athleisure"
pink coats jacquard,"tailored soft coats coats chocolate leather party wear, checked, dark skin, fair skin, monochrome","dynamic sporty shorts shorts mustard wool floral, layering, skinny friendly, monochrome, spring, preppy"
"relaxed retro polos polos plaid cotton cottagecore, fair skin, formal, casual, festival, oversized","vintage bright shorts shorts plaid velvet fair skin, travel friendly, athleisure, checked, medium skin, old money, vintage, autumn","oversized bold polos polos nude jacquard old money, hot weather, summer, beach wear, autumn, tall friendly, athleisure, cottagecore"
