anchor,positive,negative
"layered soft kimono kimono plaid rayon petite friendly, tall friendly, spring, layering, winter, sporty, minimalist","neutral preppy track pants track pants plaid bamboo summer, winter, streetwear, floral, casual","wide leg minimalist cardigans cardigans tan polyester cottagecore, stripes, streetwear, medium skin, luxury, hipster"
"functional edgy joggers & pants joggers & pants off-white silk winter, checked, festival, dark skin, fair skin, oversized, preppy","comfy chic joggers & pants joggers & pants mint wool beach wear, formal, neutral skin, sporty, comfy","relaxed refined sweatshirts sweatshirts crimson silk slim fit, fair skin, floral, winter, monochrome, office wear, comfy"
"neutral trendy kimono kimono green rayon hipster, edgy, casual, curvy friendly, urban, patterned","retro neutral utility pants utility pants green corduroy preppy, festival, autumn, cold weather, luxury, vintage, comfy, curvy friendly","camo soft beach wear beach wear coral tencel streetwear, slim fit, rainy weather, festival, layering, formal, vintage, patterned"
"textured soft oversize tee oversize tee olive tencel petite friendly, hot weather, spring, skinny friendly, casual","structured wide leg oversize tee oversize tee blue leather rainy weather, party wear, patterned, edgy, urban, comfy, monochrome","smart trendy cardigans cardigans pastel green corduroy patterned, festival, office wear, polka dot, checked, floral, fair skin"
"bright dynamic chinos chinos navy rayon business casual, oversized, spring, hot weather, fair skin, petite friendly","luxury elegant track pants track pants navy polyester checked, luxury, hot weather, dark skin, skinny friendly, curvy friendly, minimalist, sporty","vintage luxury coats coats plaid fleece spring, polka dot, business casual, edgy, summer, layering"
olive tanks polyester,"smart urban tanks tanks grey modal hot weather, winter, streetwear, vintage, floral","functional textured cardigans cardigans orange silk casual, slim fit, edgy, spring, beach wear, medium skin, stripes"
"chic textured t-shirts t-shirts multi-color corduroy athleisure, slim fit, cold weather, spring, comfy, tall friendly","rustic trendy t-shirts t-shirts peach denim rainy weather, autumn, minimalist, polka dot, party wear, vintage, skinny friendly","oversized statement hoodies & jackets hoodies & jackets orange polyester slim fit, floral, stripes, casual, comfy, summer, spring, formal"
polka dot t-shirts modal,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","sporty sporty beach wear beach wear maroon jacquard hipster, curvy friendly, checked, old money, cottagecore, beach wear, comfy"
"soft structured beach wear beach wear chocolate modal slim fit, old money, autumn, curvy friendly, edgy, skinny friendly","statement relaxed beach wear beach wear chocolate rayon neutral skin, business casual, monochrome, floral, polka dot, urban, rainy weather","essential heritage cardigans cardigans yellow wool monochrome, luxury, vintage, rainy weather, travel friendly, curvy friendly"
"rustic tailored polos polos off-white silk oversized, cottagecore, spring, preppy, summer","layered heritage utility pants utility pants off-white modal autumn, business casual, casual, stripes, office wear, eco-friendly, medium skin","heritage soft hoodies & jackets hoodies & jackets blush denim y2k, festival, party wear, autumn, casual, edgy"
"relaxed bold chinos chinos multi-color corduroy urban, y2k, travel friendly, hipster, preppy, dark skin, cold weather, business casual","oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","heritage slim fit shorts shorts camouflage corduroy office wear, travel friendly, streetwear, minimalist, cottagecore, autumn, y2k"
"preppy tailored cardigans cardigans camouflage velvet business casual, casual, floral, party wear, festival, monochrome, petite friendly","relaxed patterned cardigans cardigans tie-dye leather cottagecore, checked, layering, office wear, eco-friendly, casual, preppy","functional slim fit tanks tanks tan wool urban, sporty, skinny friendly, curvy friendly, tall friendly, streetwear, cold weather"
"neutral comfy hoodies & jackets hoodies & jackets sky blue rayon festival, comfy, business casual, neutral skin, formal, medium skin, preppy","sporty layered sweatshirts sweatshirts sky blue bamboo casual, patterned, preppy, cold weather, floral","classic statement track pants track pants green polyester cottagecore, dark skin, monochrome, patterned, old money, checked, hipster"
"soft statement utility pants utility pants teal modal casual, autumn, travel friendly, eco-friendly, y2k, spring, polka dot","layered refined utility pants utility pants pastel pink leather luxury, patterned, hipster, rainy weather, summer, autumn, casual, minimalist","smart relaxed kimono kimono multi-color denim spring, petite friendly, rainy weather, dark skin, old money, athleisure"
"lightweight edgy chinos chinos beige fleece edgy, dark skin, streetwear, comfy, urban, travel friendly, business casual, checked","oversized bold cardigans cardigans beige modal casual, patterned, streetwear, sporty, eco-friendly, layering, cold weather, stripes","tailored sporty chinos chinos teal corduroy layering, medium skin, athleisure, edgy, checked"
"trendy modern chinos chinos coral silk athleisure, autumn, checked, preppy, edgy","dynamic structured chinos chinos peach cotton old money, comfy, travel friendly, rainy weather, festival, business casual, formal, office wear","refined wide leg utility pants utility pants sky blue wool old money, athleisure, summer, travel friendly, floral"
"trendy smart polos polos tan tencel travel friendly, luxury, cottagecore, eco-friendly, minimalist, tall friendly","minimalist casual cardigans cardigans tan velvet office wear, luxury, athleisure, tall friendly, winter, medium skin, floral","patterned minimalist hoodies & jackets hoodies & jackets pastel pink fleece casual, winter, dark skin, minimalist, floral, comfy, edgy, sporty"
"elegant comfy coats coats off-white fleece tall friendly, stripes, polka dot, beach wear, y2k, summer, streetwear, sporty","patterned vintage cardigans cardigans off-white silk polka dot, luxury, summer, monochrome, spring, y2k","minimalist essential sweatshirts sweatshirts mustard velvet festival, formal, floral, office wear, curvy friendly, athleisure"
"vintage classic kimono kimono brown tencel athleisure, festival, luxury, cold weather, y2k, floral, monochrome, oversized","dynamic rustic chinos chinos brown linen comfy, neutral skin, hipster, cold weather, skinny friendly, rainy weather, vintage","smart camo t-shirts t-shirts crimson rayon curvy friendly, festival, dark skin, monochrome, eco-friendly, beach wear, athleisure, cottagecore"
"dynamic essential oversize tee oversize tee striped denim tall friendly, monochrome, beach wear, neutral skin, sporty, layering, slim fit, comfy","minimalist refined oversize tee oversize tee tan denim eco-friendly, slim fit, floral, rainy weather, neutral skin, hot weather, dark skin","oversized statement denim jackets denim jackets chocolate fleece streetwear, hot weather, sporty, floral, office wear, old money"
"minimalist patterned blazers blazers olive bamboo festival, vintage, autumn, business casual, urban, oversized, preppy","bold sporty blazers blazers crimson velvet luxury, party wear, tall friendly, edgy, spring, autumn, comfy","structured retro beach wear beach wear pastel pink tencel hot weather, edgy, urban, medium skin, patterned, old money"
"bright dynamic joggers & pants joggers & pants blue modal stripes, spring, tall friendly, office wear, floral, formal, comfy, streetwear","statement tailored joggers & pants joggers & pants polka dot cotton rainy weather, urban, eco-friendly, oversized, hipster, stripes, office wear","heritage bold denim jackets denim jackets olive linen business casual, comfy, beach wear, oversized, preppy, casual"
"relaxed refined oversize tee oversize tee peach leather summer, spring, office wear, winter, party wear, sporty, eco-friendly","classic sporty polos polos peach wool urban, minimalist, cottagecore, autumn, slim fit, tall friendly, casual","minimalist rustic hoodies & jackets hoodies & jackets charcoal jacquard y2k, cottagecore, skinny friendly, festival, edgy, petite friendly, hipster"
"trendy urban polos polos coral cotton edgy, casual, layering, athleisure, old money","trendy rustic polos polos grey corduroy party wear, medium skin, neutral skin, casual, cottagecore, summer, cold weather, winter","neutral classic chinos chinos mint corduroy edgy, cottagecore, business casual, autumn, old money"
"statement relaxed polos polos red wool summer, petite friendly, office wear, patterned, neutral skin, cold weather","structured oversized hoodies & jackets hoodies & jackets red denim floral, comfy, tall friendly, luxury, casual, oversized","trendy chic kimono kimono striped fleece beach wear, preppy, dark skin, neutral skin, layering"
"chic oversized coats coats multi-color denim formal, preppy, tall friendly, layering, neutral skin, casual, winter, minimalist","smart sporty coats coats coral silk formal, spring, urban, polka dot, sporty, vintage, checked, slim fit","wide leg rustic utility pants utility pants camouflage velvet fair skin, slim fit, casual, edgy, neutral skin"
"modern slim fit kimono kimono maroon linen winter, old money, y2k, stripes, cottagecore, vintage, casual, edgy","smart wide leg kimono kimono maroon jacquard skinny friendly, old money, y2k, casual, minimalist, business casual, curvy friendly, sporty","edgy camo t-shirts t-shirts pink silk old money, monochrome, preppy, athleisure, hipster"
"retro casual coats coats mint polyester winter, autumn, hot weather, layering, streetwear","wide leg comfy oversize tee oversize tee mint linen rainy weather, vintage, hot weather, summer, y2k, minimalist, patterned","chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome"
"textured rustic shorts shorts navy fleece petite friendly, layering, comfy, cottagecore, preppy, neutral skin","structured minimalist track pants track pants navy bamboo oversized, athleisure, monochrome, rainy weather, stripes, party wear","neutral refined beach wear beach wear brown modal urban, neutral skin, checked, edgy, comfy"
checked t-shirts linen,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","functional minimalist chinos chinos pastel blue polyester neutral skin, tall friendly, polka dot, y2k, rainy weather, hipster, dark skin, luxury"
chocolate chinos polyester,"bright oversized chinos chinos maroon denim office wear, vintage, skinny friendly, slim fit, layering, formal","retro soft cardigans cardigans green leather medium skin, casual, urban, hot weather, travel friendly, tall friendly, office wear"
multi-color sweatshirts wool,"oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","rustic elegant beach wear beach wear plaid fleece luxury, dark skin, fair skin, casual, travel friendly, business casual"
"rustic essential tanks tanks crimson jacquard floral, dark skin, neutral skin, old money, sporty","wide leg rustic tanks tanks tan velvet curvy friendly, dark skin, stripes, party wear, hipster","refined wide leg utility pants utility pants sky blue wool old money, athleisure, summer, travel friendly, floral"
"essential layered denim jackets denim jackets chocolate leather summer, sporty, luxury, formal, eco-friendly","bright luxury cardigans cardigans chocolate bamboo festival, stripes, formal, streetwear, travel friendly, checked","dynamic vintage beach wear beach wear navy wool tall friendly, checked, monochrome, sporty, dark skin, athleisure, curvy friendly, patterned"
"oversized modern cardigans cardigans charcoal corduroy party wear, spring, checked, polka dot, summer, neutral skin, fair skin, sporty","luxury bright cardigans cardigans pastel green jacquard patterned, hot weather, medium skin, luxury, spring, office wear, casual, summer","elegant structured joggers & pants joggers & pants crimson bamboo cold weather, y2k, business casual, patterned, old money, floral, comfy, athleisure"
"edgy chic chinos chinos striped fleece spring, hot weather, athleisure, hipster, urban, skinny friendly, checked","relaxed bold chinos chinos red cotton oversized, cottagecore, monochrome, beach wear, autumn","bright heritage beach wear beach wear tie-dye leather comfy, medium skin, eco-friendly, polka dot, spring, minimalist, sporty"
"oversized textured hoodies & jackets hoodies & jackets coral silk curvy friendly, winter, medium skin, tall friendly, formal","dynamic textured utility pants utility pants coral rayon office wear, patterned, petite friendly, dark skin, skinny friendly, floral, travel friendly, layering","neutral relaxed joggers & pants joggers & pants green modal curvy friendly, patterned, stripes, beach wear, petite friendly, athleisure, winter"
"camo functional denim jackets denim jackets grey polyester medium skin, polka dot, urban, streetwear, preppy, monochrome, casual","soft sporty track pants track pants grey leather stripes, autumn, formal, cottagecore, old money, luxury, casual","layered sporty beach wear beach wear sky blue denim urban, polka dot, floral, festival, medium skin, layering, stripes"
white chinos corduroy,"bright oversized chinos chinos maroon denim office wear, vintage, skinny friendly, slim fit, layering, formal","lightweight comfy denim jackets denim jackets tie-dye jacquard formal, business casual, cold weather, patterned, petite friendly, tall friendly"
"casual layered coats coats mint rayon petite friendly, athleisure, eco-friendly, curvy friendly, y2k","urban heritage blazers blazers mint corduroy office wear, curvy friendly, y2k, formal, edgy, minimalist, medium skin, vintage","edgy refined chinos chinos off-white bamboo skinny friendly, party wear, formal, sporty, floral, minimalist, preppy"
"oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","edgy preppy oversize tee oversize tee multi-color wool medium skin, minimalist, neutral skin, slim fit, y2k, patterned, oversized, eco-friendly","statement luxury track pants track pants pastel pink denim monochrome, summer, patterned, hot weather, beach wear, y2k, casual, curvy friendly"
beige track pants bamboo,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","neutral relaxed joggers & pants joggers & pants navy cotton office wear, checked, eco-friendly, sporty, party wear, medium skin, business casual"
"tailored bold tanks tanks brown linen hipster, beach wear, office wear, old money, travel friendly, petite friendly, party wear, festival","dynamic trendy hoodies & jackets hoodies & jackets brown rayon streetwear, summer, dark skin, casual, cold weather, hipster, edgy","functional tailored chinos chinos navy rayon summer, luxury, layering, old money, monochrome"
"dynamic structured chinos chinos peach cotton old money, comfy, travel friendly, rainy weather, festival, business casual, formal, office wear","layered rustic chinos chinos crimson jacquard monochrome, skinny friendly, comfy, stripes, autumn, old money, streetwear, cottagecore","relaxed wide leg denim jackets denim jackets beige velvet sporty, curvy friendly, floral, eco-friendly, oversized, patterned"
"soft elegant polos polos brown rayon comfy, summer, streetwear, medium skin, hot weather, athleisure","edgy preppy polos polos blue cotton curvy friendly, minimalist, luxury, tall friendly, checked, festival","classic neutral tanks tanks tan jacquard travel friendly, comfy, party wear, autumn, streetwear, formal, business casual"
"lightweight bright utility pants utility pants plaid polyester party wear, comfy, monochrome, neutral skin, patterned, casual, urban","vintage modern utility pants utility pants pastel pink modal party wear, medium skin, tall friendly, neutral skin, cold weather, layering","casual minimalist coats coats black cotton stripes, medium skin, athleisure, dark skin, skinny friendly, winter, old money"
"modern functional tanks tanks checked jacquard beach wear, travel friendly, slim fit, cottagecore, winter, sporty, edgy","structured refined tanks tanks orange linen minimalist, patterned, rainy weather, curvy friendly, tall friendly, cold weather, party wear","rustic heritage shorts shorts coral leather travel friendly, skinny friendly, tall friendly, petite friendly, curvy friendly, neutral skin, polka dot, oversized"
"soft comfy t-shirts t-shirts blush wool luxury, hipster, sporty, skinny friendly, floral, streetwear, urban","luxury heritage track pants track pants blush denim winter, beach wear, casual, tall friendly, preppy, curvy friendly, urban, skinny friendly","comfy smart sweatshirts sweatshirts orange polyester party wear, stripes, luxury, travel friendly, layering"
"wide leg lightweight chinos chinos blush fleece summer, edgy, beach wear, layering, vintage","lightweight camo sweatshirts sweatshirts blush corduroy curvy friendly, office wear, beach wear, party wear, fair skin, slim fit, eco-friendly, petite friendly","camo chic coats coats pink linen rainy weather, spring, beach wear, cottagecore, winter, travel friendly"
"essential layered blazers blazers brown tencel cottagecore, edgy, polka dot, travel friendly, beach wear","vintage neutral kimono kimono brown jacquard hipster, spring, skinny friendly, beach wear, hot weather, tall friendly, business casual","retro casual denim jackets denim jackets pastel pink linen formal, beach wear, y2k, business casual, checked, monochrome"
"preppy smart chinos chinos nude silk petite friendly, party wear, cold weather, neutral skin, casual, winter, preppy, stripes","lightweight slim fit oversize tee oversize tee nude wool medium skin, eco-friendly, patterned, cold weather, old money, cottagecore, spring","layered layered coats coats olive polyester preppy, y2k, formal, patterned, athleisure, neutral skin, summer, sporty"
"urban bright denim jackets denim jackets nude rayon summer, curvy friendly, tall friendly, festival, athleisure","urban relaxed chinos chinos nude leather edgy, stripes, slim fit, festival, medium skin, monochrome, business casual","tailored relaxed sweatshirts sweatshirts off-white fleece luxury, petite friendly, comfy, eco-friendly, party wear"
"structured neutral coats coats grey wool athleisure, beach wear, festival, minimalist, formal, neutral skin, urban","patterned oversized blazers blazers grey fleece beach wear, polka dot, petite friendly, patterned, cottagecore","soft elegant polos polos brown rayon comfy, summer, streetwear, medium skin, hot weather, athleisure"
"classic textured kimono kimono blue leather comfy, vintage, petite friendly, neutral skin, spring, streetwear, slim fit, beach wear","vintage patterned kimono kimono blush jacquard vintage, layering, hipster, medium skin, luxury","essential structured track pants track pants off-white velvet minimalist, curvy friendly, skinny friendly, luxury, comfy, winter, travel friendly"
"soft elegant oversize tee oversize tee camouflage rayon comfy, winter, floral, travel friendly, petite friendly, y2k","comfy retro joggers & pants joggers & pants camouflage jacquard old money, streetwear, neutral skin, vintage, winter, comfy","tailored sporty shorts shorts yellow wool layering, athleisure, rainy weather, hot weather, medium skin, preppy"
"oversized classic hoodies & jackets hoodies & jackets checked modal polka dot, neutral skin, streetwear, formal, petite friendly, autumn, party wear","minimalist elegant hoodies & jackets hoodies & jackets sky blue fleece curvy friendly, business casual, autumn, minimalist, fair skin, neutral skin","camo textured tanks tanks crimson velvet stripes, medium skin, autumn, office wear, beach wear, layering, cottagecore, hipster"
"modern bold blazers blazers pastel pink bamboo office wear, skinny friendly, spring, comfy, old money","urban elegant sweatshirts sweatshirts pastel pink leather minimalist, y2k, polka dot, medium skin, layering","minimalist patterned chinos chinos pastel green wool comfy, eco-friendly, rainy weather, casual, patterned, autumn"
"relaxed essential shorts shorts camouflage jacquard streetwear, casual, office wear, beach wear, summer, athleisure, autumn, edgy","refined structured chinos chinos camouflage corduroy y2k, winter, luxury, slim fit, beach wear","comfy sporty oversize tee oversize tee chocolate fleece neutral skin, travel friendly, vintage, skinny friendly, festival, stripes"
pink chinos linen,"bright oversized chinos chinos maroon denim office wear, vintage, skinny friendly, slim fit, layering, formal","patterned chic cardigans cardigans black bamboo autumn, patterned, checked, dark skin, skinny friendly, cottagecore, minimalist"
"vintage structured coats coats pink denim layering, sporty, casual, athleisure, neutral skin","comfy smart coats coats pastel green polyester spring, rainy weather, winter, skinny friendly, hipster, polka dot","vintage oversized cardigans cardigans brown fleece spring, summer, formal, travel friendly, old money, petite friendly, cold weather"
"vintage slim fit cardigans cardigans plaid cotton old money, hot weather, y2k, cottagecore, travel friendly","layered essential coats coats plaid leather cold weather, hipster, comfy, beach wear, minimalist, summer, eco-friendly, festival","statement minimalist tanks tanks green denim urban, eco-friendly, patterned, formal, minimalist, vintage, medium skin"
"elegant sporty sweatshirts sweatshirts coral cotton cold weather, formal, travel friendly, slim fit, hot weather, polka dot, neutral skin, skinny friendly","wide leg smart sweatshirts sweatshirts tan wool hipster, casual, business casual, hot weather, layering, checked","textured luxury oversize tee oversize tee checked jacquard fair skin, party wear, hipster, dark skin, sporty, travel friendly, old money"
"soft relaxed shorts shorts checked cotton minimalist, office wear, neutral skin, streetwear, slim fit","edgy edgy shorts shorts coral linen polka dot, layering, winter, vintage, slim fit","edgy structured beach wear beach wear sky blue denim petite friendly, formal, old money, spring, patterned, edgy, layering, autumn"
"tailored patterned chinos chinos plaid cotton hot weather, sporty, edgy, comfy, office wear, festival, autumn","sporty chic chinos chinos checked corduroy hipster, urban, party wear, summer, minimalist, preppy, checked","statement preppy coats coats camouflage tencel edgy, floral, minimalist, urban, skinny friendly, beach wear, spring"
"classic structured hoodies & jackets hoodies & jackets multi-color bamboo vintage, medium skin, monochrome, festival, patterned, stripes, business casual, hipster","edgy functional hoodies & jackets hoodies & jackets multi-color corduroy polka dot, floral, sporty, layering, office wear, autumn, urban, summer","edgy preppy polos polos blue cotton curvy friendly, minimalist, luxury, tall friendly, checked, festival"
"refined lightweight denim jackets denim jackets olive bamboo medium skin, office wear, luxury, festival, cold weather","minimalist patterned blazers blazers olive bamboo festival, vintage, autumn, business casual, urban, oversized, preppy","neutral dynamic shorts shorts mustard jacquard edgy, rainy weather, fair skin, neutral skin, sporty"
"oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","retro oversized sweatshirts sweatshirts blue linen formal, floral, checked, summer, eco-friendly, preppy","essential layered joggers & pants joggers & pants peach corduroy old money, dark skin, summer, eco-friendly, patterned"
"luxury camo track pants track pants pastel green denim cottagecore, layering, curvy friendly, medium skin, edgy, patterned, business casual, polka dot","trendy statement oversize tee oversize tee pastel green modal travel friendly, fair skin, formal, vintage, floral, streetwear, skinny friendly, business casual","urban heritage track pants track pants beige jacquard winter, formal, casual, festival, hot weather, athleisure, medium skin"
"camo slim fit denim jackets denim jackets blush modal sporty, streetwear, dark skin, preppy, slim fit","textured urban denim jackets denim jackets pink modal petite friendly, old money, tall friendly, comfy, beach wear, luxury","slim fit vintage beach wear beach wear crimson leather vintage, office wear, athleisure, tall friendly, edgy, skinny friendly, minimalist"
"oversized lightweight track pants track pants nude bamboo tall friendly, hot weather, skinny friendly, stripes, medium skin, party wear, luxury, urban","sporty wide leg chinos chinos nude wool edgy, y2k, minimalist, luxury, checked, stripes, skinny friendly","neutral layered track pants track pants teal fleece party wear, hot weather, travel friendly, fair skin, sporty, urban"
multi-color shorts bamboo,"textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","sporty casual polos polos plaid linen neutral skin, fair skin, monochrome, old money, sporty"
"essential wide leg utility pants utility pants pastel pink modal fair skin, medium skin, office wear, summer, festival, winter, neutral skin, casual","rustic refined utility pants utility pants brown cotton summer, dark skin, checked, curvy friendly, party wear","chic oversized coats coats multi-color denim formal, preppy, tall friendly, layering, neutral skin, casual, winter, minimalist"
pastel green t-shirts velvet,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","patterned textured beach wear beach wear chocolate velvet sporty, comfy, polka dot, business casual, luxury, edgy, travel friendly, floral"
chocolate kimono polyester,"urban bright kimono kimono red tencel office wear, hot weather, slim fit, medium skin, monochrome","chic urban polos polos chocolate silk minimalist, festival, vintage, formal, cold weather, business casual, comfy"
beige hoodies & jackets fleece,"structured oversized hoodies & jackets hoodies & jackets red denim floral, comfy, tall friendly, luxury, casual, oversized","minimalist dynamic cardigans cardigans pink polyester hipster, minimalist, business casual, rainy weather, winter, preppy"
"slim fit bright sweatshirts sweatshirts olive rayon dark skin, urban, stripes, tall friendly, floral, office wear, eco-friendly, preppy","chic preppy sweatshirts sweatshirts off-white polyester eco-friendly, monochrome, vintage, slim fit, curvy friendly, floral, fair skin","edgy minimalist track pants track pants coral tencel skinny friendly, summer, spring, autumn, floral"
nude t-shirts cotton,"chic luxury t-shirts t-shirts yellow wool streetwear, sporty, neutral skin, minimalist, travel friendly, hot weather, party wear, monochrome","neutral relaxed joggers & pants joggers & pants green modal curvy friendly, patterned, stripes, beach wear, petite friendly, athleisure, winter"
"patterned relaxed shorts shorts striped denim oversized, skinny friendly, medium skin, cottagecore, stripes","structured rustic t-shirts t-shirts striped velvet cottagecore, polka dot, preppy, office wear, layering","minimalist essential oversize tee oversize tee pastel blue corduroy fair skin, patterned, festival, spring, sporty"
plaid beach wear modal,"vintage oversized beach wear beach wear mustard velvet dark skin, eco-friendly, edgy, hipster, business casual, y2k, travel friendly","chic urban cardigans cardigans chocolate tencel preppy, casual, skinny friendly, oversized, stripes, polka dot"
"preppy smart chinos chinos nude silk petite friendly, party wear, cold weather, neutral skin, casual, winter, preppy, stripes","tailored patterned chinos chinos plaid cotton hot weather, sporty, edgy, comfy, office wear, festival, autumn","lightweight elegant beach wear beach wear black linen comfy, fair skin, winter, beach wear, layering, petite friendly"
"heritage minimalist blazers blazers orange linen office wear, spring, eco-friendly, y2k, hipster","bright bold blazers blazers red wool winter, monochrome, skinny friendly, rainy weather, dark skin, luxury","tailored layered hoodies & jackets hoodies & jackets peach linen cold weather, festival, fair skin, old money, y2k, urban"
"bold chic oversize tee oversize tee sky blue polyester urban, office wear, checked, comfy, oversized, slim fit, monochrome, dark skin","minimalist essential oversize tee oversize tee pastel blue corduroy fair skin, patterned, festival, spring, sporty","elegant minimalist cardigans cardigans camouflage rayon neutral skin, streetwear, slim fit, stripes, polka dot, summer, formal"
"heritage casual beach wear beach wear blue denim formal, eco-friendly, sporty, hipster, patterned","preppy camo beach wear beach wear camouflage rayon preppy, stripes, summer, beach wear, y2k, petite friendly, luxury","smart bright chinos chinos charcoal linen hipster, y2k, floral, neutral skin, checked, sporty, athleisure, stripes"
"classic structured sweatshirts sweatshirts plaid rayon autumn, eco-friendly, hot weather, layering, monochrome, comfy, business casual","oversized tailored shorts shorts plaid linen fair skin, winter, streetwear, preppy, cold weather, beach wear, old money, summer","modern luxury joggers & pants joggers & pants checked modal travel friendly, sporty, skinny friendly, spring, summer"
"soft relaxed shorts shorts checked cotton minimalist, office wear, neutral skin, streetwear, slim fit","vintage refined coats coats checked corduroy floral, formal, oversized, old money, skinny friendly, layering, tall friendly","heritage camo beach wear beach wear pastel blue cotton petite friendly, monochrome, casual, skinny friendly, business casual"
"tailored bold oversize tee oversize tee tie-dye bamboo hipster, luxury, cold weather, minimalist, old money, spring, edgy, vintage","relaxed edgy shorts shorts tie-dye tencel office wear, skinny friendly, winter, athleisure, spring, old money, beach wear","chic luxury joggers & pants joggers & pants coral bamboo comfy, preppy, luxury, y2k, edgy, minimalist, travel friendly"
"lightweight camo sweatshirts sweatshirts blush corduroy curvy friendly, office wear, beach wear, party wear, fair skin, slim fit, eco-friendly, petite friendly","textured structured shorts shorts blush silk sporty, travel friendly, layering, cold weather, checked, casual, luxury, vintage","refined modern track pants track pants blue velvet curvy friendly, minimalist, floral, casual, medium skin, fair skin, streetwear"
"rustic soft t-shirts t-shirts nude wool oversized, travel friendly, beach wear, petite friendly, monochrome, floral","comfy textured denim jackets denim jackets nude modal spring, casual, polka dot, comfy, cottagecore, autumn, dark skin","casual oversized coats coats coral wool autumn, medium skin, old money, summer, floral, preppy"
"essential structured utility pants utility pants black wool cottagecore, minimalist, hot weather, casual, dark skin","slim fit camo utility pants utility pants charcoal tencel petite friendly, office wear, old money, cottagecore, rainy weather, streetwear","relaxed edgy shorts shorts tie-dye tencel office wear, skinny friendly, winter, athleisure, spring, old money, beach wear"
"layered retro shorts shorts striped fleece eco-friendly, polka dot, vintage, office wear, cold weather","camo elegant shorts shorts orange modal sporty, y2k, athleisure, curvy friendly, streetwear","neutral preppy hoodies & jackets hoodies & jackets black modal casual, cold weather, edgy, travel friendly, floral, streetwear"
"layered preppy shorts shorts tie-dye corduroy y2k, hot weather, vintage, party wear, cold weather, oversized, sporty","bold tailored shorts shorts blue modal monochrome, vintage, autumn, business casual, summer, floral, checked","sporty sporty denim jackets denim jackets olive corduroy athleisure, formal, skinny friendly, stripes, slim fit, old money, luxury, beach wear"
"essential dynamic kimono kimono off-white cotton checked, curvy friendly, skinny friendly, minimalist, fair skin, hipster, comfy, athleisure","retro chic tanks tanks off-white wool hipster, slim fit, travel friendly, patterned, summer, layering","modern bold blazers blazers pastel pink bamboo office wear, skinny friendly, spring, comfy, old money"
"classic trendy blazers blazers pink rayon petite friendly, casual, fair skin, party wear, slim fit","neutral patterned blazers blazers tie-dye linen fair skin, petite friendly, cottagecore, y2k, eco-friendly, rainy weather","urban urban polos polos polka dot corduroy slim fit, polka dot, monochrome, beach wear, hot weather, sporty, stripes, preppy"
"slim fit retro beach wear beach wear multi-color denim medium skin, vintage, hot weather, checked, minimalist, neutral skin, monochrome","oversized structured coats coats multi-color wool fair skin, oversized, summer, beach wear, luxury, polka dot, business casual, eco-friendly","tailored bold shorts shorts black bamboo cold weather, hipster, travel friendly, checked, monochrome, dark skin, edgy, sporty"
"chic preppy sweatshirts sweatshirts off-white polyester eco-friendly, monochrome, vintage, slim fit, curvy friendly, floral, fair skin","casual camo t-shirts t-shirts off-white polyester comfy, preppy, floral, sporty, minimalist, checked, autumn","slim fit dynamic beach wear beach wear pastel blue cotton hot weather, autumn, cottagecore, summer, monochrome"
"oversized casual t-shirts t-shirts mint corduroy checked, comfy, y2k, spring, floral","edgy bold t-shirts t-shirts mint cotton cottagecore, beach wear, comfy, petite friendly, tall friendly, athleisure, party wear","structured refined joggers & pants joggers & pants beige tencel y2k, streetwear, petite friendly, layering, summer, edgy"
"sporty rustic oversize tee oversize tee red denim dark skin, patterned, minimalist, winter, streetwear","bright wide leg oversize tee oversize tee pink jacquard business casual, y2k, medium skin, checked, slim fit","classic tailored utility pants utility pants pastel blue linen polka dot, formal, minimalist, petite friendly, cottagecore"
"minimalist patterned chinos chinos pastel green wool comfy, eco-friendly, rainy weather, casual, patterned, autumn","edgy chic chinos chinos striped fleece spring, hot weather, athleisure, hipster, urban, skinny friendly, checked","smart relaxed tanks tanks tan jacquard rainy weather, travel friendly, polka dot, minimalist, stripes"
