preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts
246.0,246.0,"BLAZERS, OVERSIZE TEE, CHINOS","Beige, Pastel Green, Brown","Tencel, Leather",Brand_7,,Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.304213
247.0,247.0,"SHORTS, COATS, POLOS","Black, Grey, Multi-color","Corduroy, Silk",Brand_18,"Luxury, Casual, Party Wear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.304333
248.0,248.0,"SHORTS, SWEATSHIRTS, BEACH WEAR","Blue, Tan, Multi-color","Jacquard, Fleece",Brand_19,"Streetwear, Preppy, Athleisure",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.304461
249.0,249.0,"HOODIES & JACKETS, TANKS, DENIM JACKETS","Off-white, Tie-dye, Red","Jacquard, Fleece",Brand_5,"Athleisure, Streetwear, Hipster",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.304581
250.0,250.0,"CARDIGANS, BEACH WEAR, BLAZERS","Orange, Pastel Green, Tie-dye","Wool, Jacquard",Brand_13,"Beach Wear, Office Wear, Eco-friendly",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.304713
251.0,251.0,"TRACK PANTS, CARDIGANS, UTILITY PANTS","Pink, Polka Dot, Striped","Polyester, Corduroy",Brand_11,"Athleisure, Cottagecore, Preppy",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.304833
252.0,252.0,"DENIM JACKETS, TRACK PANTS, BEACH WEAR","Plaid, Black, White","Leather, Fleece",Brand_18,"Office Wear, Party Wear, Y2K",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.304954
253.0,253.0,"HOODIES & JACKETS, BLAZERS, OVERSIZE TEE","Red, Green, Pink","Linen, Silk",Brand_5,"Luxury, Casual, Preppy",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.305073
254.0,254.0,"JOGGERS & PANTS, KIMONO, OVERSIZE TEE","White, Nude, Red","Modal, Bamboo",Brand_11,"Formal, Vintage, Beach Wear",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.305208
255.0,255.0,"SHORTS, TRACK PANTS, POLOS","Tie-dye, Pastel Pink, Camouflage","Velvet, Modal",Brand_5,"Preppy, Vintage, Luxury",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.305328
256.0,256.0,"SWEATSHIRTS, POLOS, DENIM JACKETS","Mustard, Off-white, Sky Blue","Denim, Fleece",Brand_12,"Beach Wear, Casual, Eco-friendly",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.305449
257.0,257.0,"BLAZERS, DENIM JACKETS, SWEATSHIRTS","Grey, Red, Tie-dye","Polyester, Bamboo",Brand_15,"Preppy, Streetwear, Eco-friendly",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.305574
258.0,258.0,"POLOS, BLAZERS, DENIM JACKETS","Sky Blue, Mustard, Maroon","Wool, Rayon",Brand_1,"Casual, Eco-friendly, Athleisure",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.305707
259.0,259.0,"DENIM JACKETS, TRACK PANTS, SHORTS","Camouflage, Pastel Green, Black",,Brand_13,"Streetwear, Vintage, Cottagecore",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.305832
260.0,260.0,"POLOS, COATS, TANKS","Maroon, Striped, Sky Blue","Tencel, Rayon",Brand_3,"Luxury, Y2K, Party Wear",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.305954
261.0,261.0,"T-SHIRTS, TRACK PANTS, COATS","Orange, Maroon, Crimson","Silk, Rayon",Brand_4,"Athleisure, Beach Wear, Vintage",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.306073
262.0,262.0,"TRACK PANTS, POLOS, CHINOS","Camouflage, Blush, Nude","Silk, Cotton",Brand_8,"Athleisure, Party Wear, Beach Wear",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.306206
263.0,263.0,"SWEATSHIRTS, DENIM JACKETS, COATS","Off-white, Beige, Striped","Velvet, Bamboo",Brand_15,"Streetwear, Minimalist, Eco-friendly",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.306326
,264.0,"JOGGERS & PANTS, POLOS, CHINOS","Maroon, Coral, Peach","Fleece, Rayon",Brand_11,"Office Wear, Casual, Formal",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.306449
265.0,265.0,"T-SHIRTS, COATS, UTILITY PANTS","Pastel Pink, Pastel Blue, Multi-color","Silk, Velvet",Brand_16,"Party Wear, Minimalist, Cottagecore",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.306568
266.0,266.0,"TRACK PANTS, OVERSIZE TEE, HOODIES & JACKETS","Peach, Pastel Pink, Polka Dot","Polyester, Modal",Brand_8,"Party Wear, Preppy, Athleisure",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.306695
267.0,267.0,"CHINOS, CARDIGANS, POLOS","Blue, Camouflage, Pastel Blue","Bamboo, Tencel",Brand_9,"Athleisure, Preppy, Hipster",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.306818
268.0,268.0,"SWEATSHIRTS, COATS, BLAZERS","Mustard, Off-white, Striped","Polyester, Rayon",Brand_13,"Y2K, Athleisure, Beach Wear",Fair Skin,,Low,2025-11-19 14:56:19.306941
269.0,269.0,"TANKS, POLOS, OVERSIZE TEE","Beige, Navy, Off-white","Linen, Corduroy",Brand_10,"Preppy, Casual, Streetwear",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.307066
270.0,270.0,"KIMONO, CHINOS, COATS","Tan, Pastel Pink, Blush","Jacquard, Corduroy",Brand_8,"Formal, Casual, Office Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.307200
271.0,271.0,"SHORTS, SWEATSHIRTS, BEACH WEAR","White, Teal, Yellow",,Brand_8,"Party Wear, Preppy, Eco-friendly",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.307336
272.0,272.0,"BEACH WEAR, SHORTS, CARDIGANS","Mint, Pastel Blue, Teal","Corduroy, Velvet",Brand_11,"Office Wear, Athleisure, Streetwear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.307458
273.0,273.0,"CARDIGANS, HOODIES & JACKETS, T-SHIRTS","Off-white, Multi-color, White","Linen, Wool",Brand_9,"Athleisure, Preppy, Eco-friendly",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.307579
274.0,274.0,"HOODIES & JACKETS, TRACK PANTS, KIMONO","Multi-color, Green, Pastel Green","Velvet, Polyester",Brand_10,"Streetwear, Cottagecore, Office Wear",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.307707
275.0,275.0,"UTILITY PANTS, TANKS, KIMONO","Navy, Tan, Polka Dot","Polyester, Denim",Brand_7,"Luxury, Office Wear, Cottagecore",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.307827
276.0,276.0,"T-SHIRTS, OVERSIZE TEE, JOGGERS & PANTS","Black, Checked, Mint","Linen, Modal",Brand_19,"Cottagecore, Preppy, Beach Wear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.307948
277.0,277.0,"KIMONO, HOODIES & JACKETS, POLOS","Tan, Mustard, Green","Modal, Leather",Brand_10,"Cottagecore, Streetwear, Office Wear",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.308066
278.0,278.0,"DENIM JACKETS, POLOS, CHINOS","Blue, Pastel Green, Pastel Blue","Wool, Polyester",Brand_4,"Party Wear, Preppy, Formal",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.308203
279.0,279.0,"SWEATSHIRTS, CARDIGANS, OVERSIZE TEE","Mustard, Blush, Coral","Bamboo, Silk",Brand_7,"Luxury, Vintage, Formal",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.308325
280.0,280.0,"SWEATSHIRTS, COATS, TANKS","Black, Nude, Chocolate","Modal, Wool",Brand_6,"Party Wear, Y2K, Minimalist",Dark Skin,Curvy Friendly,High,2025-11-19 14:56:19.308451
281.0,281.0,"KIMONO, T-SHIRTS, TRACK PANTS","White, Camouflage, Tan","Corduroy, Denim",Brand_8,"Casual, Streetwear, Eco-friendly",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.308571
282.0,282.0,"BLAZERS, CHINOS, TRACK PANTS","Striped, Chocolate, Orange","Bamboo, Modal",Brand_2,"Minimalist, Formal, Eco-friendly",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.308712
283.0,283.0,"OVERSIZE TEE, SHORTS, JOGGERS & PANTS","Mint, Camouflage, Tan","Bamboo, Jacquard",Brand_4,"Preppy, Hipster, Minimalist",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.308835
284.0,284.0,"OVERSIZE TEE, UTILITY PANTS, TRACK PANTS","Maroon, Blue, Yellow","Polyester, Leather",Brand_2,"Cottagecore, Minimalist, Eco-friendly",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.308955
285.0,285.0,"TRACK PANTS, COATS, T-SHIRTS","Mustard, Plaid, Beige","Velvet, Denim",Brand_13,"Casual, Minimalist, Preppy",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.309075
286.0,286.0,"DENIM JACKETS, CHINOS, UTILITY PANTS","Off-white, Navy, Olive","Rayon, Corduroy",Brand_16,"Office Wear, Vintage, Casual",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.309208
287.0,287.0,"BEACH WEAR, TRACK PANTS, TANKS","Blue, Pink, Maroon","Modal, Fleece",Brand_10,"Office Wear, Formal, Luxury",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.309331
288.0,288.0,"BLAZERS, CHINOS, JOGGERS & PANTS","Chocolate, Mint, Yellow","Denim, Polyester",Brand_1,"Y2K, Athleisure, Streetwear",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.309456
289.0,289.0,"COATS, CHINOS, TRACK PANTS","Grey, Blue, Charcoal","Wool, Tencel",Brand_15,"Casual, Luxury, Party Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.309580
290.0,290.0,"DENIM JACKETS, BLAZERS, T-SHIRTS","Pink, Mint, Grey","Leather, Velvet",Brand_9,"Casual, Streetwear, Luxury",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.309709
291.0,291.0,"POLOS, CHINOS, BLAZERS","Camouflage, Orange, Tan","Bamboo, Tencel",Brand_17,"Party Wear, Y2K, Cottagecore",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.309833
,292.0,"BLAZERS, POLOS, TRACK PANTS","Mint, Peach, Nude","Linen, Polyester",Brand_3,"Streetwear, Formal, Preppy",Dark Skin,Petite Friendly,,2025-11-19 14:56:19.309952
293.0,293.0,"CHINOS, SHORTS, TANKS","Blue, Grey, Striped","Modal, Polyester",Brand_17,"Vintage, Formal, Casual",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.310071
294.0,294.0,"BEACH WEAR, TANKS, KIMONO","Black, Navy, Peach","Jacquard, Cotton",Brand_12,"Formal, Hipster, Athleisure",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.310204
295.0,295.0,"OVERSIZE TEE, HOODIES & JACKETS, BEACH WEAR","Green, Nude, Off-white","Leather, Linen",Brand_2,"Athleisure, Office Wear, Party Wear",Neutral Skin,,High,2025-11-19 14:56:19.310325
296.0,296.0,"JOGGERS & PANTS, T-SHIRTS, CHINOS","Green, Maroon, Olive","Velvet, Cotton",Brand_16,"Cottagecore, Minimalist, Beach Wear",Dark Skin,Curvy Friendly,High,2025-11-19 14:56:19.310454
297.0,297.0,"UTILITY PANTS, POLOS, SWEATSHIRTS","Navy, Olive, Grey","Corduroy, Wool",Brand_3,,Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.310575
298.0,298.0,"TRACK PANTS, T-SHIRTS, SHORTS","Blue, Chocolate, Beige","Corduroy, Silk",Brand_7,"Beach Wear, Formal, Party Wear",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.310710
299.0,299.0,"CARDIGANS, OVERSIZE TEE, UTILITY PANTS","Orange, Coral, Green","Silk, Rayon",Brand_11,"Vintage, Office Wear, Hipster",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.310831
300.0,300.0,"CHINOS, SWEATSHIRTS, SHORTS","White, Multi-color, Pastel Green","Bamboo, Velvet",Brand_7,"Office Wear, Preppy, Minimalist",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.310958
301.0,301.0,"CARDIGANS, CHINOS, BLAZERS","Tie-dye, Teal, Plaid","Cotton, Bamboo",Brand_12,"Hipster, Y2K, Preppy",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.311084
302.0,302.0,"JOGGERS & PANTS, CHINOS, CARDIGANS","White, Chocolate, Blush","Leather, Fleece",Brand_18,"Party Wear, Cottagecore, Y2K",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.311227
303.0,303.0,"OVERSIZE TEE, HOODIES & JACKETS, BEACH WEAR","Charcoal, Camouflage, Mustard","Denim, Cotton",Brand_16,"Minimalist, Y2K, Streetwear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.311351
304.0,304.0,"HOODIES & JACKETS, TANKS, JOGGERS & PANTS","Multi-color, Pastel Blue, Maroon","Velvet, Wool",Brand_18,"Preppy, Y2K, Beach Wear",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.311473
305.0,305.0,"TANKS, SWEATSHIRTS, SHORTS","Tie-dye, Beige, Mustard","Corduroy, Leather",Brand_16,"Eco-friendly, Luxury, Office Wear",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.311596
306.0,306.0,"SWEATSHIRTS, JOGGERS & PANTS, BLAZERS","Striped, Plaid, Red","Silk, Fleece",Brand_3,"Casual, Beach Wear, Y2K",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.311723
307.0,307.0,,"Orange, Multi-color, Yellow","Denim, Fleece",Brand_1,"Beach Wear, Cottagecore, Vintage",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.311847
,308.0,"SHORTS, T-SHIRTS, OVERSIZE TEE","Green, Orange, Teal","Jacquard, Leather",Brand_15,"Hipster, Cottagecore, Streetwear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.311987
309.0,309.0,"COATS, T-SHIRTS, UTILITY PANTS","Red, Pink, Pastel Green","Fleece, Silk",Brand_19,"Luxury, Casual, Streetwear",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.312143
310.0,310.0,"TANKS, HOODIES & JACKETS, BEACH WEAR","Olive, Camouflage, Yellow","Silk, Polyester",Brand_18,"Beach Wear, Eco-friendly, Party Wear",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.312288
311.0,311.0,"TRACK PANTS, HOODIES & JACKETS, BEACH WEAR","Blush, White, Black","Silk, Tencel",Brand_2,"Vintage, Hipster, Minimalist",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.312414
312.0,312.0,"DENIM JACKETS, UTILITY PANTS, T-SHIRTS","Off-white, Grey, Nude","Rayon, Fleece",Brand_4,"Office Wear, Luxury, Casual",Dark Skin,Curvy Friendly,High,2025-11-19 14:56:19.312534
313.0,313.0,"BLAZERS, UTILITY PANTS, DENIM JACKETS","Teal, White, Polka Dot","Fleece, Cotton",Brand_9,"Vintage, Preppy, Beach Wear",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.312662
314.0,314.0,"DENIM JACKETS, BEACH WEAR, CHINOS","White, Tan, Mustard","Jacquard, Cotton",Brand_16,"Party Wear, Athleisure, Streetwear",,Tall Friendly,Low,2025-11-19 14:56:19.312782
315.0,315.0,"SHORTS, JOGGERS & PANTS, HOODIES & JACKETS","Grey, Teal, Beige","Tencel, Leather",Brand_9,"Cottagecore, Casual, Athleisure",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.312902
316.0,316.0,"HOODIES & JACKETS, OVERSIZE TEE, TRACK PANTS","Yellow, Tan, Coral","Fleece, Rayon",Brand_9,"Luxury, Party Wear, Vintage",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.313026
317.0,317.0,"HOODIES & JACKETS, SWEATSHIRTS, TRACK PANTS","Checked, Striped, Teal","Modal, Jacquard",Brand_3,"Athleisure, Hipster, Casual",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.313170
318.0,318.0,"UTILITY PANTS, OVERSIZE TEE, TANKS","Blush, Crimson, Brown","Bamboo, Leather",Brand_3,"Y2K, Hipster, Streetwear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.313296
319.0,319.0,"OVERSIZE TEE, SHORTS, BLAZERS","Maroon, Black, Off-white","Denim, Silk",Brand_11,"Luxury, Formal, Party Wear",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.313415
320.0,320.0,"COATS, KIMONO, UTILITY PANTS","Camouflage, Yellow, Polka Dot","Linen, Rayon",Brand_16,"Vintage, Eco-friendly, Party Wear",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.313532
321.0,321.0,"T-SHIRTS, JOGGERS & PANTS, TANKS","Mustard, Multi-color, Striped","Wool, Modal",Brand_6,"Eco-friendly, Vintage, Minimalist",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.313662
322.0,322.0,"BLAZERS, JOGGERS & PANTS, T-SHIRTS","Pastel Green, Navy, Off-white","Rayon, Polyester",Brand_13,"Casual, Beach Wear, Preppy",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.313781
323.0,323.0,"SWEATSHIRTS, OVERSIZE TEE, KIMONO","Teal, White, Brown","Bamboo, Denim",Brand_13,"Luxury, Eco-friendly, Y2K",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.313899
,324.0,"POLOS, SWEATSHIRTS, TANKS","Pastel Blue, Grey, Green","Velvet, Cotton",Brand_7,"Party Wear, Eco-friendly, Formal",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.314017
325.0,325.0,"JOGGERS & PANTS, BLAZERS, TRACK PANTS",,"Cotton, Fleece",Brand_13,"Office Wear, Streetwear, Eco-friendly",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.314147
326.0,326.0,"UTILITY PANTS, DENIM JACKETS, POLOS","Black, Brown, Crimson","Velvet, Linen",Brand_16,"Luxury, Casual, Preppy",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.314268
327.0,327.0,"TANKS, DENIM JACKETS, SHORTS","Blue, Tie-dye, Charcoal","Jacquard, Tencel",Brand_17,"Minimalist, Casual, Office Wear",Medium Skin,Skinny Friendly,High,
328.0,328.0,"TRACK PANTS, BLAZERS, COATS","Grey, Off-white, Mustard","Modal, Silk",Brand_9,"Vintage, Eco-friendly, Office Wear",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.314517
329.0,329.0,"DENIM JACKETS, KIMONO, TRACK PANTS","Brown, Mint, Coral","Tencel, Cotton",Brand_15,"Office Wear, Eco-friendly, Hipster",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.314644
330.0,330.0,"TANKS, JOGGERS & PANTS, CARDIGANS","Pastel Blue, Tan, Yellow","Wool, Cotton",Brand_15,"Luxury, Vintage, Casual",,Petite Friendly,High,2025-11-19 14:56:19.314769
331.0,331.0,"OVERSIZE TEE, COATS, DENIM JACKETS","Plaid, Mustard, Beige","Fleece, Rayon",Brand_17,"Cottagecore, Streetwear, Minimalist",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.314889
332.0,332.0,"JOGGERS & PANTS, T-SHIRTS, UTILITY PANTS","Peach, Nude, Green","Linen, Leather",Brand_7,,Dark Skin,Petite Friendly,High,2025-11-19 14:56:19.315008
333.0,333.0,"SWEATSHIRTS, DENIM JACKETS, T-SHIRTS","Sky Blue, Blue, Mint","Rayon, Wool",Brand_13,"Minimalist, Y2K, Formal",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.315139
334.0,334.0,"UTILITY PANTS, TRACK PANTS, CHINOS","Off-white, Pastel Pink, Pastel Green","Linen, Fleece",Brand_4,"Party Wear, Hipster, Y2K",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.315260
335.0,335.0,"T-SHIRTS, BLAZERS, HOODIES & JACKETS","Green, Navy, Blue","Cotton, Leather",Brand_10,"Beach Wear, Hipster, Athleisure",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.315378
336.0,336.0,"TANKS, BEACH WEAR, UTILITY PANTS","Orange, Checked, Maroon","Wool, Corduroy",Brand_6,"Y2K, Athleisure, Hipster",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.315502
337.0,337.0,"SWEATSHIRTS, UTILITY PANTS, CARDIGANS","Camouflage, Navy, Sky Blue","Velvet, Denim",Brand_17,"Preppy, Formal, Streetwear",Medium Skin,Curvy Friendly,High,
338.0,338.0,"SWEATSHIRTS, HOODIES & JACKETS, T-SHIRTS",,"Cotton, Corduroy",Brand_17,"Athleisure, Office Wear, Preppy",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.315750
339.0,339.0,"CHINOS, JOGGERS & PANTS, TANKS","Grey, Pink, Tan","Wool, Cotton",Brand_9,"Eco-friendly, Streetwear, Athleisure",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.315868
340.0,340.0,"POLOS, TRACK PANTS, COATS","Off-white, Grey, Sky Blue","Leather, Cotton",Brand_10,"Cottagecore, Party Wear, Casual",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.315988
341.0,341.0,"COATS, TRACK PANTS, KIMONO","Navy, Striped, Checked","Denim, Bamboo",Brand_2,"Y2K, Casual, Cottagecore",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.316107
342.0,342.0,"CARDIGANS, JOGGERS & PANTS, HOODIES & JACKETS","Olive, Polka Dot, Tan","Velvet, Jacquard",Brand_8,"Cottagecore, Eco-friendly, Beach Wear",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.316239
343.0,343.0,"CHINOS, JOGGERS & PANTS, OVERSIZE TEE","Green, Crimson, Checked","Leather, Linen",Brand_2,"Luxury, Vintage, Party Wear",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.316358
344.0,344.0,"POLOS, HOODIES & JACKETS, TANKS","Teal, Tan, Camouflage","Silk, Polyester",Brand_8,"Office Wear, Preppy, Hipster",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.316477
345.0,345.0,"SWEATSHIRTS, JOGGERS & PANTS, TANKS","Coral, Chocolate, Multi-color","Rayon, Bamboo",Brand_17,"Luxury, Athleisure, Casual",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.316596
346.0,346.0,"CARDIGANS, POLOS, BEACH WEAR","Sky Blue, Chocolate, Beige","Silk, Tencel",Brand_11,"Beach Wear, Preppy, Office Wear",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.316722
347.0,347.0,"OVERSIZE TEE, HOODIES & JACKETS, SHORTS","Olive, Checked, Pink","Cotton, Wool",Brand_8,"Y2K, Beach Wear, Luxury",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.316844
348.0,348.0,"KIMONO, DENIM JACKETS, SHORTS","Tan, Coral, Yellow","Bamboo, Denim",Brand_6,"Minimalist, Vintage, Eco-friendly",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.316971
,349.0,"SHORTS, HOODIES & JACKETS, SWEATSHIRTS","Orange, Teal, Beige","Leather, Jacquard",Brand_8,"Luxury, Party Wear, Formal",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.317090
350.0,350.0,"OVERSIZE TEE, CARDIGANS, T-SHIRTS","Pink, Grey, Pastel Blue","Denim, Wool",Brand_18,"Formal, Luxury, Vintage",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.317222
351.0,351.0,"CHINOS, T-SHIRTS, TANKS","Polka Dot, Pastel Blue, Black","Tencel, Denim",Brand_5,"Vintage, Streetwear, Luxury",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.317344
352.0,352.0,"COATS, T-SHIRTS, TANKS","Teal, Brown, Nude",,Brand_18,"Party Wear, Hipster, Vintage",,Curvy Friendly,Medium,2025-11-19 14:56:19.317462
353.0,353.0,"COATS, POLOS, TANKS","Navy, Coral, Pink","Polyester, Jacquard",Brand_17,"Cottagecore, Preppy, Streetwear",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.317581
354.0,354.0,"POLOS, COATS, BEACH WEAR","Pastel Pink, Black, Navy","Polyester, Rayon",,"Luxury, Minimalist, Y2K",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.317710
355.0,355.0,"SWEATSHIRTS, OVERSIZE TEE, TRACK PANTS","Camouflage, Coral, Red","Tencel, Rayon",Brand_18,"Beach Wear, Eco-friendly, Preppy",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.317831
356.0,356.0,"TRACK PANTS, DENIM JACKETS, UTILITY PANTS","Yellow, Maroon, Multi-color","Jacquard, Fleece",Brand_17,"Office Wear, Party Wear, Beach Wear",Neutral Skin,Petite Friendly,Medium,
357.0,357.0,"BEACH WEAR, SWEATSHIRTS, T-SHIRTS","Peach, Off-white, Polka Dot","Tencel, Leather",Brand_5,"Y2K, Minimalist, Casual",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.318069
358.0,,"UTILITY PANTS, JOGGERS & PANTS, T-SHIRTS","Mustard, Pastel Green, Nude","Bamboo, Leather",Brand_9,"Minimalist, Cottagecore, Office Wear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.318205
359.0,359.0,"HOODIES & JACKETS, SHORTS, UTILITY PANTS","Grey, Olive, White","Polyester, Denim",Brand_4,"Luxury, Athleisure, Party Wear",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.318330
360.0,360.0,"COATS, CARDIGANS, HOODIES & JACKETS","Off-white, Navy, Teal","Cotton, Bamboo",Brand_4,,Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.318447
361.0,361.0,"JOGGERS & PANTS, CHINOS, BEACH WEAR","Plaid, Chocolate, Brown","Jacquard, Corduroy",Brand_10,"Hipster, Minimalist, Office Wear",Neutral Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.318566
362.0,362.0,"BLAZERS, UTILITY PANTS, HOODIES & JACKETS","Pastel Green, Green, Olive","Cotton, Linen",Brand_13,"Streetwear, Casual, Party Wear",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.318693
363.0,363.0,"CARDIGANS, KIMONO, COATS","Striped, Crimson, Sky Blue","Fleece, Velvet",Brand_13,"Y2K, Luxury, Athleisure",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.318813
364.0,364.0,"TRACK PANTS, TANKS, BEACH WEAR","Peach, Blue, Chocolate","Denim, Silk",Brand_2,"Minimalist, Beach Wear, Casual",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.319000
365.0,365.0,,"Pink, Beige, Green","Jacquard, Modal",Brand_13,"Eco-friendly, Minimalist, Streetwear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.319162
366.0,366.0,"DENIM JACKETS, HOODIES & JACKETS, T-SHIRTS","Navy, Nude, Brown","Jacquard, Corduroy",Brand_2,"Athleisure, Y2K, Eco-friendly",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.319302
