preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts,_ingestion_ts,_source_file,_ingestion_date
185.0,185.0,"TRACK PANTS, CARDIGANS, KIMONO","Peach, Off-white, Blush","Silk, Fleece",Brand_2,"Beach Wear, Athleisure, Eco-friendly",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.296226,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,186.0,"SWEATSHIRTS, BEACH WEAR, JOGGERS & PANTS",,"Silk, Denim",Brand_4,"Party Wear, Preppy, Beach Wear",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.296363,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
187.0,187.0,"SHORTS, TANKS, SWEATSHIRTS","Grey, Tan, Multi-color","Silk, Denim",,"Athleisure, Party Wear, Minimalist",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.296496,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
188.0,188.0,"TRACK PANTS, TANKS, KIMONO","Plaid, Yellow, Peach","Silk, Tencel",Brand_14,"Athleisure, Casual, Streetwear",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.296637,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
189.0,189.0,,"Yellow, Chocolate, Blue","Modal, Fleece",Brand_14,"Vintage, Luxury, Casual",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.296767,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
190.0,190.0,"CARDIGANS, T-SHIRTS, TRACK PANTS","Coral, White, Blue","Wool, Fleece",Brand_17,"Minimalist, Cottagecore, Streetwear",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.296891,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
191.0,191.0,"TANKS, BLAZERS, JOGGERS & PANTS","Teal, Peach, Olive",,Brand_9,"Preppy, Minimalist, Luxury",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.297023,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
192.0,192.0,"POLOS, COATS, TRACK PANTS","Checked, Pink, Plaid","Jacquard, Corduroy",Brand_16,"Cottagecore, Luxury, Preppy",Fair Skin,Skinny Friendly,,2025-11-19 14:56:19.297198,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
193.0,193.0,"HOODIES & JACKETS, DENIM JACKETS, TANKS","Checked, Black, Brown","Denim, Silk",Brand_17,"Minimalist, Luxury, Cottagecore",Medium Skin,,High,2025-11-19 14:56:19.297329,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
194.0,194.0,"BEACH WEAR, CHINOS, DENIM JACKETS","Multi-color, Grey, Crimson","Cotton, Denim",Brand_17,"Formal, Beach Wear, Preppy",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.297456,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
195.0,195.0,,"Grey, Sky Blue, Pink","Silk, Rayon",Brand_12,"Beach Wear, Office Wear, Eco-friendly",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.297581,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
196.0,,"HOODIES & JACKETS, CHINOS, BEACH WEAR","Black, Pink, Polka Dot","Linen, Cotton",Brand_13,"Beach Wear, Preppy, Luxury",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.297715,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
197.0,197.0,"HOODIES & JACKETS, SHORTS, TRACK PANTS","Checked, Pastel Pink, Nude","Denim, Corduroy",Brand_18,"Formal, Y2K, Hipster",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.297838,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
198.0,198.0,,"Sky Blue, Multi-color, Maroon","Corduroy, Rayon",Brand_7,"Eco-friendly, Casual, Office Wear",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.297968,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
199.0,199.0,"CHINOS, POLOS, HOODIES & JACKETS","Sky Blue, Blue, Chocolate","Wool, Jacquard",,"Cottagecore, Minimalist, Y2K",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.298091,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
200.0,200.0,"DENIM JACKETS, BLAZERS, T-SHIRTS","Off-white, Maroon, Coral","Wool, Modal",Brand_17,"Formal, Office Wear, Party Wear",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.298231,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
201.0,201.0,"SHORTS, JOGGERS & PANTS, CHINOS","Multi-color, Grey, Red","Linen, Velvet",Brand_3,"Office Wear, Preppy, Vintage",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.298369,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
202.0,202.0,"KIMONO, JOGGERS & PANTS, BLAZERS","Multi-color, Pink, Maroon","Leather, Denim",Brand_12,"Office Wear, Casual, Streetwear",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.298507,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
203.0,203.0,"SWEATSHIRTS, SHORTS, CHINOS","Mint, Red, Tie-dye","Wool, Silk",Brand_7,"Hipster, Eco-friendly, Casual",,Petite Friendly,High,2025-11-19 14:56:19.298645,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
204.0,204.0,"BEACH WEAR, BLAZERS, JOGGERS & PANTS","Polka Dot, Red, Grey","Bamboo, Denim",Brand_15,"Luxury, Eco-friendly, Streetwear",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.298775,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
205.0,205.0,"BEACH WEAR, DENIM JACKETS, COATS","Sky Blue, Pastel Green, Teal",,Brand_8,"Beach Wear, Formal, Vintage",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.298897,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
206.0,206.0,"CHINOS, POLOS, SWEATSHIRTS","Nude, Navy, White","Bamboo, Modal",Brand_2,"Vintage, Cottagecore, Hipster",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.299020,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
207.0,207.0,"BEACH WEAR, JOGGERS & PANTS, OVERSIZE TEE","Plaid, White, Teal","Fleece, Linen",Brand_9,"Formal, Party Wear, Luxury",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.299159,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
208.0,208.0,"KIMONO, OVERSIZE TEE, UTILITY PANTS","Pink, Mint, Yellow","Cotton, Leather",Brand_18,"Vintage, Beach Wear, Minimalist",Medium Skin,Petite Friendly,Medium,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
209.0,209.0,"KIMONO, SHORTS, JOGGERS & PANTS","Plaid, White, Coral","Cotton, Tencel",Brand_13,"Preppy, Hipster, Casual",Neutral Skin,Tall Friendly,,2025-11-19 14:56:19.299426,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
210.0,,,"Maroon, Striped, Beige","Velvet, Tencel",Brand_3,"Eco-friendly, Streetwear, Casual",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.299569,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
211.0,211.0,"UTILITY PANTS, T-SHIRTS, OVERSIZE TEE","Sky Blue, Olive, Crimson","Jacquard, Leather",Brand_4,"Eco-friendly, Streetwear, Party Wear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.299707,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
212.0,212.0,"SWEATSHIRTS, SHORTS, OVERSIZE TEE","Navy, Red, Orange",,Brand_7,"Luxury, Formal, Office Wear",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.299830,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
213.0,213.0,"CHINOS, BLAZERS, UTILITY PANTS","Crimson, Peach, Chocolate","Denim, Bamboo",Brand_10,"Eco-friendly, Formal, Casual",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.299953,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
214.0,214.0,"SWEATSHIRTS, BEACH WEAR, COATS","Maroon, Olive, Mustard","Cotton, Bamboo",Brand_12,"Cottagecore, Vintage, Athleisure",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.300074,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
215.0,215.0,"COATS, BLAZERS, DENIM JACKETS","Orange, Striped, Pastel Green","Rayon, Silk",Brand_19,"Eco-friendly, Formal, Hipster",Neutral Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.300213,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
216.0,216.0,"HOODIES & JACKETS, TANKS, DENIM JACKETS","Orange, Navy, Nude","Modal, Jacquard",Brand_14,"Cottagecore, Streetwear, Eco-friendly",,Curvy Friendly,Low,2025-11-19 14:56:19.300339,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
217.0,217.0,"KIMONO, JOGGERS & PANTS, DENIM JACKETS","Camouflage, Teal, Off-white","Bamboo, Fleece",Brand_7,"Beach Wear, Minimalist, Party Wear",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.300462,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
218.0,218.0,"POLOS, JOGGERS & PANTS, BEACH WEAR","Tie-dye, Polka Dot, Orange","Silk, Velvet",Brand_12,"Hipster, Vintage, Streetwear",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.300612,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
219.0,,"TRACK PANTS, BLAZERS, JOGGERS & PANTS","Chocolate, Sky Blue, Multi-color","Cotton, Modal",Brand_11,"Party Wear, Y2K, Minimalist",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.300744,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
220.0,220.0,"COATS, BLAZERS, T-SHIRTS","White, Red, Polka Dot","Polyester, Velvet",Brand_15,"Formal, Y2K, Beach Wear",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.300871,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
221.0,221.0,"POLOS, HOODIES & JACKETS, SHORTS","Tan, Peach, Navy","Corduroy, Wool",Brand_15,"Y2K, Eco-friendly, Office Wear",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.300996,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
222.0,222.0,"HOODIES & JACKETS, CARDIGANS, CHINOS","Multi-color, Charcoal, Grey","Linen, Tencel",Brand_18,"Preppy, Vintage, Cottagecore",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.301131,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
223.0,223.0,"JOGGERS & PANTS, BEACH WEAR, BLAZERS","White, Tie-dye, Coral","Polyester, Corduroy",Brand_15,"Hipster, Casual, Preppy",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.301263,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
224.0,224.0,"TANKS, COATS, CARDIGANS","Multi-color, Charcoal, Peach","Fleece, Jacquard",Brand_16,"Beach Wear, Streetwear, Cottagecore",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.301383,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
225.0,225.0,"T-SHIRTS, KIMONO, SHORTS","Plaid, Pastel Pink, Pastel Blue","Jacquard, Rayon",Brand_6,"Hipster, Casual, Luxury",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.301504,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
226.0,226.0,"SHORTS, SWEATSHIRTS, KIMONO","Maroon, Orange, Tan","Tencel, Silk",Brand_18,"Formal, Vintage, Minimalist",,Skinny Friendly,High,2025-11-19 14:56:19.301627,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
227.0,227.0,"KIMONO, DENIM JACKETS, BLAZERS","Nude, Blue, Striped","Wool, Linen",Brand_9,"Beach Wear, Streetwear, Vintage",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.301760,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
228.0,228.0,"UTILITY PANTS, TANKS, OVERSIZE TEE","Mint, Pastel Blue, Coral","Fleece, Rayon",Brand_8,"Y2K, Beach Wear, Cottagecore",Medium Skin,,Low,2025-11-19 14:56:19.301888,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
229.0,229.0,"KIMONO, POLOS, BLAZERS","Pastel Blue, White, Navy","Fleece, Cotton",Brand_8,"Formal, Streetwear, Casual",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.302009,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
230.0,230.0,"DENIM JACKETS, UTILITY PANTS, CHINOS","Brown, Pink, Striped","Corduroy, Cotton",Brand_17,"Office Wear, Y2K, Preppy",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.302152,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
231.0,231.0,"T-SHIRTS, BLAZERS, TANKS","Tie-dye, Polka Dot, Orange","Tencel, Modal",Brand_14,"Cottagecore, Athleisure, Beach Wear",Fair Skin,Tall Friendly,Low,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
232.0,232.0,"BEACH WEAR, SWEATSHIRTS, T-SHIRTS","Brown, Maroon, Olive","Leather, Rayon",Brand_3,"Casual, Office Wear, Preppy",Fair Skin,Tall Friendly,,2025-11-19 14:56:19.302415,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
233.0,233.0,"POLOS, SHORTS, HOODIES & JACKETS","Off-white, Polka Dot, Orange","Rayon, Fleece",,"Preppy, Beach Wear, Eco-friendly",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.302549,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
234.0,234.0,"TANKS, CHINOS, KIMONO","Beige, Tie-dye, Chocolate","Rayon, Tencel",Brand_19,"Luxury, Vintage, Minimalist",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.302681,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
235.0,235.0,"BLAZERS, TANKS, CHINOS","Teal, Chocolate, Sky Blue","Fleece, Tencel",Brand_9,"Minimalist, Hipster, Streetwear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.302803,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
236.0,236.0,"KIMONO, POLOS, JOGGERS & PANTS","Tan, Green, Orange","Velvet, Denim",Brand_15,"Preppy, Y2K, Vintage",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.302925,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
237.0,237.0,"OVERSIZE TEE, TRACK PANTS, POLOS","Orange, Chocolate, Charcoal","Bamboo, Rayon",Brand_6,"Beach Wear, Formal, Office Wear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303054,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
238.0,238.0,"HOODIES & JACKETS, TRACK PANTS, DENIM JACKETS","Crimson, Charcoal, Camouflage","Leather, Corduroy",Brand_16,"Party Wear, Vintage, Beach Wear",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.303198,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
239.0,239.0,"BEACH WEAR, JOGGERS & PANTS, UTILITY PANTS","White, Grey, Brown","Fleece, Rayon",Brand_10,"Casual, Vintage, Formal",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303329,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
240.0,240.0,"KIMONO, OVERSIZE TEE, TANKS","Pastel Pink, Grey, Peach","Modal, Linen",Brand_16,"Preppy, Luxury, Casual",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.303454,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
241.0,241.0,"TRACK PANTS, UTILITY PANTS, OVERSIZE TEE","Grey, Pastel Blue, Beige","Cotton, Bamboo",Brand_2,"Hipster, Athleisure, Y2K",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.303574,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
242.0,242.0,"POLOS, CARDIGANS, UTILITY PANTS","Sky Blue, Tie-dye, Pastel Green","Bamboo, Polyester",Brand_3,"Beach Wear, Athleisure, Streetwear",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303704,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
243.0,243.0,"JOGGERS & PANTS, COATS, CHINOS","Chocolate, Camouflage, Beige","Corduroy, Tencel",Brand_10,"Vintage, Beach Wear, Casual",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.303825,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
244.0,244.0,"CHINOS, BEACH WEAR, JOGGERS & PANTS","Pastel Green, Red, Olive","Bamboo, Tencel",Brand_18,"Hipster, Beach Wear, Athleisure",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.303944,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
245.0,245.0,"SWEATSHIRTS, CHINOS, OVERSIZE TEE","Polka Dot, Green, Off-white","Fleece, Polyester",Brand_4,"Streetwear, Vintage, Y2K",,Petite Friendly,Medium,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
246.0,246.0,"BLAZERS, OVERSIZE TEE, CHINOS","Beige, Pastel Green, Brown","Tencel, Leather",Brand_7,,Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.304213,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
247.0,247.0,"SHORTS, COATS, POLOS","Black, Grey, Multi-color","Corduroy, Silk",Brand_18,"Luxury, Casual, Party Wear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.304333,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
248.0,248.0,"SHORTS, SWEATSHIRTS, BEACH WEAR","Blue, Tan, Multi-color","Jacquard, Fleece",Brand_19,"Streetwear, Preppy, Athleisure",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.304461,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
249.0,249.0,"HOODIES & JACKETS, TANKS, DENIM JACKETS","Off-white, Tie-dye, Red","Jacquard, Fleece",Brand_5,"Athleisure, Streetwear, Hipster",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.304581,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
250.0,250.0,"CARDIGANS, BEACH WEAR, BLAZERS","Orange, Pastel Green, Tie-dye","Wool, Jacquard",Brand_13,"Beach Wear, Office Wear, Eco-friendly",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.304713,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
251.0,251.0,"TRACK PANTS, CARDIGANS, UTILITY PANTS","Pink, Polka Dot, Striped","Polyester, Corduroy",Brand_11,"Athleisure, Cottagecore, Preppy",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.304833,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
252.0,252.0,"DENIM JACKETS, TRACK PANTS, BEACH WEAR","Plaid, Black, White","Leather, Fleece",Brand_18,"Office Wear, Party Wear, Y2K",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.304954,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
253.0,253.0,"HOODIES & JACKETS, BLAZERS, OVERSIZE TEE","Red, Green, Pink","Linen, Silk",Brand_5,"Luxury, Casual, Preppy",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.305073,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
254.0,254.0,"JOGGERS & PANTS, KIMONO, OVERSIZE TEE","White, Nude, Red","Modal, Bamboo",Brand_11,"Formal, Vintage, Beach Wear",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.305208,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
255.0,255.0,"SHORTS, TRACK PANTS, POLOS","Tie-dye, Pastel Pink, Camouflage","Velvet, Modal",Brand_5,"Preppy, Vintage, Luxury",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.305328,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
256.0,256.0,"SWEATSHIRTS, POLOS, DENIM JACKETS","Mustard, Off-white, Sky Blue","Denim, Fleece",Brand_12,"Beach Wear, Casual, Eco-friendly",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.305449,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
257.0,257.0,"BLAZERS, DENIM JACKETS, SWEATSHIRTS","Grey, Red, Tie-dye","Polyester, Bamboo",Brand_15,"Preppy, Streetwear, Eco-friendly",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.305574,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
258.0,258.0,"POLOS, BLAZERS, DENIM JACKETS","Sky Blue, Mustard, Maroon","Wool, Rayon",Brand_1,"Casual, Eco-friendly, Athleisure",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.305707,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
259.0,259.0,"DENIM JACKETS, TRACK PANTS, SHORTS","Camouflage, Pastel Green, Black",,Brand_13,"Streetwear, Vintage, Cottagecore",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.305832,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
260.0,260.0,"POLOS, COATS, TANKS","Maroon, Striped, Sky Blue","Tencel, Rayon",Brand_3,"Luxury, Y2K, Party Wear",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.305954,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
261.0,261.0,"T-SHIRTS, TRACK PANTS, COATS","Orange, Maroon, Crimson","Silk, Rayon",Brand_4,"Athleisure, Beach Wear, Vintage",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.306073,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
262.0,262.0,"TRACK PANTS, POLOS, CHINOS","Camouflage, Blush, Nude","Silk, Cotton",Brand_8,"Athleisure, Party Wear, Beach Wear",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.306206,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
263.0,263.0,"SWEATSHIRTS, DENIM JACKETS, COATS","Off-white, Beige, Striped","Velvet, Bamboo",Brand_15,"Streetwear, Minimalist, Eco-friendly",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.306326,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,264.0,"JOGGERS & PANTS, POLOS, CHINOS","Maroon, Coral, Peach","Fleece, Rayon",Brand_11,"Office Wear, Casual, Formal",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.306449,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
265.0,265.0,"T-SHIRTS, COATS, UTILITY PANTS","Pastel Pink, Pastel Blue, Multi-color","Silk, Velvet",Brand_16,"Party Wear, Minimalist, Cottagecore",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.306568,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
266.0,266.0,"TRACK PANTS, OVERSIZE TEE, HOODIES & JACKETS","Peach, Pastel Pink, Polka Dot","Polyester, Modal",Brand_8,"Party Wear, Preppy, Athleisure",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.306695,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
267.0,267.0,"CHINOS, CARDIGANS, POLOS","Blue, Camouflage, Pastel Blue","Bamboo, Tencel",Brand_9,"Athleisure, Preppy, Hipster",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.306818,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
268.0,268.0,"SWEATSHIRTS, COATS, BLAZERS","Mustard, Off-white, Striped","Polyester, Rayon",Brand_13,"Y2K, Athleisure, Beach Wear",Fair Skin,,Low,2025-11-19 14:56:19.306941,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
269.0,269.0,"TANKS, POLOS, OVERSIZE TEE","Beige, Navy, Off-white","Linen, Corduroy",Brand_10,"Preppy, Casual, Streetwear",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.307066,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
270.0,270.0,"KIMONO, CHINOS, COATS","Tan, Pastel Pink, Blush","Jacquard, Corduroy",Brand_8,"Formal, Casual, Office Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.307200,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
271.0,271.0,"SHORTS, SWEATSHIRTS, BEACH WEAR","White, Teal, Yellow",,Brand_8,"Party Wear, Preppy, Eco-friendly",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.307336,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
272.0,272.0,"BEACH WEAR, SHORTS, CARDIGANS","Mint, Pastel Blue, Teal","Corduroy, Velvet",Brand_11,"Office Wear, Athleisure, Streetwear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.307458,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
273.0,273.0,"CARDIGANS, HOODIES & JACKETS, T-SHIRTS","Off-white, Multi-color, White","Linen, Wool",Brand_9,"Athleisure, Preppy, Eco-friendly",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.307579,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
274.0,274.0,"HOODIES & JACKETS, TRACK PANTS, KIMONO","Multi-color, Green, Pastel Green","Velvet, Polyester",Brand_10,"Streetwear, Cottagecore, Office Wear",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.307707,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
275.0,275.0,"UTILITY PANTS, TANKS, KIMONO","Navy, Tan, Polka Dot","Polyester, Denim",Brand_7,"Luxury, Office Wear, Cottagecore",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.307827,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
276.0,276.0,"T-SHIRTS, OVERSIZE TEE, JOGGERS & PANTS","Black, Checked, Mint","Linen, Modal",Brand_19,"Cottagecore, Preppy, Beach Wear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.307948,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
277.0,277.0,"KIMONO, HOODIES & JACKETS, POLOS","Tan, Mustard, Green","Modal, Leather",Brand_10,"Cottagecore, Streetwear, Office Wear",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.308066,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
